#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_2 E(PSI)	T4_17 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
COMMD3-BMI1	ENSG00000269897	ENSG00000269897:22616671-22616721:source	-0.238086701688;0.238086701688	0.97928966604;0.97928966604	0.975;0.025	0.743;0.257	s|1e1.1o1|i	False	False	False	1	2	1	chr10	+	22616721-22616879;22616721-22616722	22616671-22616721;22616722-22616878;22616879-22616987	;;	;;	(22616722, 22616878)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/189_T4_2_T4_17.deltapsi_quantify_deltapsi.html#COMMD3-BMI1
COMMD3-BMI1	ENSG00000269897	ENSG00000269897:22607201-22607235:source	-0.486177676183;-1.90529274929e-06;-3.59441194978e-08;0.483799598793	1.0;1.11539755028e-16;3.3242471853e-18;1.0	0.975;0.025;0.025;0.025	0.501;0.025;0.025;0.497	s|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr10	+	22607235-22607582;22607235-22607888;22607235-22615360;22607235-22607236	22607201-22607235;22607236-22607581;22607582-22607642;22607888-22607947;22615360-22615490	;;;;	;;;;	(22607236, 22607581)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/189_T4_2_T4_17.deltapsi_quantify_deltapsi.html#COMMD3-BMI1
COMMD3-BMI1	ENSG00000269897	ENSG00000269897:22607582-22607642:target	-0.609542067074;0.609542067074	1.0;1.0	0.975;0.025	0.381;0.619	t|1e1.1o1|i	False	False	False	1	2	1	chr10	+	22607235-22607582;22607581-22607582	22607201-22607235;22607236-22607581;22607582-22607642	;;	;;	(22607236, 22607581)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/189_T4_2_T4_17.deltapsi_quantify_deltapsi.html#COMMD3-BMI1
GLOD4	ENSG00000167699	ENSG00000167699:680108-680932:source	-0.282651392305;0.00205308303146;0.231949814206	0.999991616735;5.98232548605e-18;0.987084503227	0.975;0.025;0.025	0.699;0.048;0.251	t|1e0|2e1.1o1|2e2.1o3|i	False	True	True	2	3	1	chr17	-	680228-681935;680228-681862;680932-680933	680108-680932;680933-681541;681542-681901;681935-682050	;;;	;;;	(680933, 681541)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/141_T4_2_T4_17.deltapsi_quantify_deltapsi.html#GLOD4
GLOD4	ENSG00000167699	ENSG00000167699:673661-673747:target	-1.40558613164e-10;-0.222458957013;-9.70760543352e-13;0.221329573366	3.15089410441e-18;0.977201998006;3.15089394087e-18;0.974251812369	0.025;0.975;0.025;0.025	0.025;0.758;0.025;0.241	s|1e0|2e1.1o2|2e1.2o2|2e2.1o1|i	True	True	True	3	3	1	chr17	-	673464-673661;673397-673661;663478-673661;673660-673661	663428-663478;673284-673464;673284-673464;673465-673660;673661-673747	;;;;	;;;;	(673465, 673660)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/141_T4_2_T4_17.deltapsi_quantify_deltapsi.html#GLOD4
ZNF316	ENSG00000205903	ENSG00000205903:6682013-6682395:target	-0.725162575653;0.725162575653	1.0;1.0	0.975;0.025	0.268;0.732	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr7	+	6681593-6682013;6682012-6682013	6681456-6681593;6681594-6682012;6682013-6682395	;;	;;	(6681594, 6682012)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/177_T4_2_T4_17.deltapsi_quantify_deltapsi.html#ZNF316
ZNF316	ENSG00000205903	ENSG00000205903:6681456-6681593:source	-0.645597421287;0.645597421287	1.0;1.0	0.975;0.025	0.346;0.654	s|1e1.1o2|i	False	False	False	1	2	1	chr7	+	6681593-6682013;6681593-6681594	6681456-6681593;6681594-6682012;6682013-6682395	;;	;;	(6681594, 6682012)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/177_T4_2_T4_17.deltapsi_quantify_deltapsi.html#ZNF316
BRAT1	ENSG00000106009	ENSG00000106009:2579178-2579276:source	-0.285534977556;0.285534977556	0.999758155723;0.999758155723	0.975;0.025	0.697;0.303	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2579276-2579420;2579276-2579277	2579178-2579276;2579277-2579419;2579420-2579541	;;	;;	(2579277, 2579419)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/47_T4_2_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2580932-2581118:source	-0.543462735411;0.543462735411	1.0;1.0	0.975;0.025	0.445;0.555	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2581118-2581352;2581118-2581119	2580932-2581118;2581119-2581351;2581352-2581470	;;	;;	(2581119, 2581351)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/47_T4_2_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2581352-2581470:source	-0.355925405669;0.355925405669	0.99999818047;0.99999818047	0.975;0.025	0.628;0.372	t|1e1.2o2|i	False	False	False	1	2	1	chr7	-	2581470-2581754;2581470-2581471	2581352-2581470;2581471-2581753;2581754-2581862	;;	;;	(2581471, 2581753)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/47_T4_2_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2581754-2581862:source	-0.0752132297006;-0.000498087654347;-0.310671839692;1.95211657957e-05;0.388134901515	0.00104117991873;1.42036684841e-12;0.993895226497;9.29894323515e-16;0.999999996476	0.120;0.038;0.831;0.025;0.025	0.026;0.031;0.528;0.025;0.403	t|1e1.1o3|1e1.3o3|2e1.2o3|2e2.1o1|i	True	True	True	4	3	1	chr7	-	2581862-2582927;2581862-2582665;2581845-2582838;2581845-2582613;2581862-2581863	2581754-2581862;2581863-2582612;2582613-2582638;2582665-2582957;2582665-2582957;2582665-2582957	;;;;;	;;;;;	(2581863, 2582612)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/47_T4_2_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2578813-2578985:target	-0.217039644609;0.217039644609	0.827655955655;0.827655955655	0.975;0.025	0.763;0.237	s|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2578398-2578813;2578812-2578813	2577511-2578398;2578399-2578812;2578813-2578985	;;	;;	(2578399, 2578812)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/47_T4_2_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2579178-2579276:target	-0.30088214776;-0.00027162291954;0.297316525923	0.997412275009;3.96941102684e-12;0.999610161996	0.969;0.030;0.025	0.676;0.025;0.315	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr7	-	2578985-2579178;2578398-2579178;2579177-2579178	2577511-2578398;2578813-2578985;2578986-2579177;2579178-2579276	;;;	;;;	(2578986, 2579177)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/47_T4_2_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2579420-2579541:target	-0.389220078534;0.389220078534	1.0;1.0	0.975;0.025	0.596;0.404	s|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2579276-2579420;2579419-2579420	2579178-2579276;2579277-2579419;2579420-2579541	;;	;;	(2579277, 2579419)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/47_T4_2_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2581754-2581862:target	-0.358708395106;0.358708395106	0.999998759517;0.999998759517	0.975;0.025	0.625;0.375	s|1e0|2e1.1o1|i	True	False	False	1	2	1	chr7	-	2581470-2581754;2581753-2581754	2581352-2581470;2581471-2581753;2581754-2581862	;;	;;	(2581471, 2581753)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/47_T4_2_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2581352-2581470:target	-0.399740397058;0.399740397058	0.999999956407;0.999999956407	0.975;0.025	0.585;0.415	s|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2581118-2581352;2581351-2581352	2580932-2581118;2581119-2581351;2581352-2581470	;;	;;	(2581119, 2581351)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/47_T4_2_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2577511-2578398:source	-0.000243344200172;-0.533325011841;0.53123878696	2.18417739279e-12;1.0;1.0	0.029;0.970;0.025	0.025;0.450;0.543	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr7	-	2578398-2579178;2578398-2578813;2578398-2578399	2577511-2578398;2578399-2578812;2578813-2578985;2579178-2579276	;;;	;;;	(2578399, 2578812)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/47_T4_2_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
SLC9A8	ENSG00000197818	ENSG00000197818:48502908-48503435:target	-0.000101664764698;-0.527054605424;0.504508271352	3.20912151569e-08;0.999999999997;1.0	0.083;0.916;0.025	0.081;0.402;0.517	t|1e0|2e1.1o1|3e1.1o1|i	True	True	False	2	2	1	chr20	+	48500603-48503131;48500603-48503289;48502907-48502908	48500383-48500603;48500383-48500603;48502112-48502907;48502908-48503435	;;;	;;;	(48502112, 48502907)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/170_T4_2_T4_17.deltapsi_quantify_deltapsi.html#SLC9A8
EIF4A1	ENSG00000161960	ENSG00000161960:7477162-7477626:source	7.77156117238e-16;-0.205800218378;7.77156117238e-16;0.204010108805	3.15089393973e-18;0.727492092096;3.15089393973e-18;0.712025994989	0.025;0.757;0.025;0.240	0.025;0.556;0.025;0.439	s|1e1.1o3|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1	chr17	+	7477626-7477840;7477626-7477864;7477626-7477866;7477626-7477627	7477162-7477626;7477627-7477839;7477840-7478395;7477840-7478395;7477840-7478395	;;;;	;;;;	(7477627, 7477839)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/128_T4_2_T4_17.deltapsi_quantify_deltapsi.html#EIF4A1
HNRNPH3	ENSG00000096746	ENSG00000096746:70097373-70097753:source	-0.265819447374;0.265819447374	0.990113916146;0.990113916146	0.628;0.372	0.369;0.631	s|1e1.2o2|i	False	False	False	1	2	1	chr10	+	70097753-70098260;70097753-70097754	70097373-70097753;70097754-70098096;70098097-70098444	;;	;;	(70097754, 70098096)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/31_T4_2_T4_17.deltapsi_quantify_deltapsi.html#HNRNPH3
HNRNPH3	ENSG00000096746	ENSG00000096746:70098563-70098983:target	0.12942932217;-0.00664633831104;-0.211557891626;0.102825368954	0.00603994716301;4.4443407399e-14;0.976318615337;0.00427932900388	0.125;0.260;0.331;0.285	0.252;0.228;0.125;0.396	t|1e0|2e1.1o1|2e2.1o3|2e2.3o3|i	True	True	True	3	3	1	chr10	+	70097090-70098897;70098399-70098897;70098444-70098897;70098562-70098563	70096563-70097090;70098097-70098444;70098097-70098444;70098445-70098562;70098563-70098983	;;;;	;;;;	(70098445, 70098562)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/31_T4_2_T4_17.deltapsi_quantify_deltapsi.html#HNRNPH3
HNRNPH3	ENSG00000096746	ENSG00000096746:70097373-70097753:target	-0.241155815481;0.241155815481	0.947462530372;0.947462530372	0.561;0.439	0.326;0.674	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr10	+	70097090-70097615;70097372-70097373	70096563-70097090;70097091-70097372;70097373-70097753	;;	;;	(70097091, 70097372)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/31_T4_2_T4_17.deltapsi_quantify_deltapsi.html#HNRNPH3
PAN2	ENSG00000135473	ENSG00000135473:56712872-56712965:source	-0.594699947615;0.594699947615	1.0;1.0	0.975;0.025	0.395;0.605	t|1e1.2o2|i	False	False	False	1	2	1	chr12	-	56712965-56713092;56712965-56712966	56712872-56712965;56712966-56713091;56713092-56713295	;;	;;	(56712966, 56713091)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/94_T4_2_T4_17.deltapsi_quantify_deltapsi.html#PAN2
PAN2	ENSG00000135473	ENSG00000135473:56713092-56713295:target	-0.544669268495;-1.22445236845e-08;0.543269787154	1.0;3.15090866801e-18;1.0	0.975;0.025;0.025	0.444;0.025;0.555	s|1e0|2e1.1o1|2e2.2o2|i	True	False	True	2	3	1	chr12	-	56712965-56713092;56712218-56713092;56713091-56713092	56712021-56712358;56712872-56712965;56712966-56713091;56713092-56713295	;;;	;;;	(56712966, 56713091)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/94_T4_2_T4_17.deltapsi_quantify_deltapsi.html#PAN2
WDR70	ENSG00000082068	ENSG00000082068:37605166-37605340:source	0.233771376804;-0.233771376804	0.891456544331;0.891456544331	0.025;0.975	0.253;0.747	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr5	+	37605340-37688012;37605340-37697757	37605166-37605340;37688012-37688109;37697757-37698009	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/23_T4_2_T4_17.deltapsi_quantify_deltapsi.html#WDR70
KCTD13	ENSG00000174943	ENSG00000174943:29918284-29918429:source	-0.483231345786;0.483231345786	1.0;1.0	0.975;0.025	0.504;0.496	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	29918429-29922299;29918429-29918430	29918284-29918429;29918430-29919284;29922299-29922494	;;	;;	(29918430, 29919284)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/152_T4_2_T4_17.deltapsi_quantify_deltapsi.html#KCTD13
KCTD13	ENSG00000174943	ENSG00000174943:29922299-29922494:source	-0.525951182075;-0.0140043659716;0.559897035147	0.999999999657;1.41113786226e-05;1.0	0.916;0.082;0.025	0.403;0.027;0.571	t|1e1.1o2|1e2.1o2|i	False	False	True	2	3	1	chr16	-	29922494-29923136;29922494-29922799;29922494-29922495	29922299-29922494;29922495-29922753;29922754-29922878;29922982-29923188	;;;	;;;	(29922495, 29922753)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/152_T4_2_T4_17.deltapsi_quantify_deltapsi.html#KCTD13
HSF1	ENSG00000185122	ENSG00000185122:145534085-145534935:target	-0.364898273864;0.364898273864	0.999999999807;0.999999999807	0.975;0.025	0.619;0.381	t|1e0|2e0|3e1.1o2|4e0|i	False	True	False	1	2	1	chr8	+	145533582-145534860;145534084-145534085	145533458-145533780;145533781-145534084;145534085-145534935	;;	;;	(145533781, 145534084)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/162_T4_2_T4_17.deltapsi_quantify_deltapsi.html#HSF1
HSF1	ENSG00000185122	ENSG00000185122:145533458-145533780:source	-0.352327486332;0.0964321090847;0.212542403514	0.999998775056;0.0180657259809;0.894058868259	0.949;0.049;0.025	0.606;0.162;0.232	s|1e1.3o4|1e2.1o1|2e0|i	True	False	True	2	3	1	chr8	+	145533582-145534860;145533582-145535007;145533780-145533781	145533458-145533780;145533781-145534084;145534085-145534935;145535007-145535068	;;;	;;;	(145533781, 145534084)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/162_T4_2_T4_17.deltapsi_quantify_deltapsi.html#HSF1
CTNNB1	ENSG00000168036	ENSG00000168036:41280624-41280845:target	-0.242070363291;0.242070363291	0.998555631362;0.998555631362	0.975;0.025	0.739;0.261	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr3	+	41279567-41280625;41280623-41280624	41279507-41279567;41279568-41280623;41280624-41280845	;;	;;	(41279568, 41280623)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/142_T4_2_T4_17.deltapsi_quantify_deltapsi.html#CTNNB1
CENPT	ENSG00000102901	ENSG00000102901:67864808-67865261:target	1.90373978311e-06;-0.330655051907;0.311771870252	3.15424751177e-18;0.999999957329;0.999999804503	0.025;0.975;0.025	0.025;0.653;0.329	s|1e0|2e0|2e1.1o2|2e1.2o2|3e0|i	True	True	False	2	2	1	chr16	-	67864595-67865119;67864451-67865119;67864807-67864808	67864293-67864595;67864293-67864595;67864596-67864807;67864808-67865261	;;;	;;;	(67864596, 67864807)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/40_T4_2_T4_17.deltapsi_quantify_deltapsi.html#CENPT
TAZ	ENSG00000102125	ENSG00000102125:153646814-153647962:target	-6.28906028538e-07;-0.215499525664;-0.121378134041;1.00097628046e-07;-1.06310745029e-14;0.328612117329	3.15164703167e-18;0.80224190295;0.11671126698;3.15101485401e-18;3.15089393982e-18;0.999999999532	0.025;0.612;0.362;0.025;0.025;0.025	0.025;0.402;0.227;0.025;0.025;0.345	t|1e0|2e1.1o2|3e1.1o2|3e2.3o3|3e3.1o2|4e1.1o2|i	True	True	True	5	4	1	chrX	+	153641904-153646885;153641904-153647882;153642527-153647882;153646941-153647882;153641904-153647885;153646813-153646814	153641819-153642006;153641819-153642006;153641819-153642006;153642438-153642527;153642528-153646813;153646814-153647962	;;;;;	;;;;;	(153642528, 153646813)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/39_T4_2_T4_17.deltapsi_quantify_deltapsi.html#TAZ
TAZ	ENSG00000102125	ENSG00000102125:153641819-153642006:source	-0.0183068535637;-2.42981343282e-06;-0.162212228757;2.46537159597e-12;9.39107220132e-06;0.211792617166	0.000937776201104;3.15435153597e-18;0.393341535167;3.15089394341e-18;3.1620582179e-18;0.901181474305	0.301;0.025;0.671;0.025;0.025;0.025	0.227;0.025;0.505;0.025;0.025;0.231	s|1e0|1e1.1o1|1e2.2o4|1e2.3o4|1e2.4o4|1e3.2o2|2e0|i	True	True	True	5	4	1	chrX	+	153641904-153642438;153641904-153646885;153641904-153647882;153641904-153647885;153641904-153648371;153642006-153642007	153641819-153642006;153642007-153642437;153642438-153642527;153646814-153647962;153646814-153647962;153646814-153647962;153648330-153648480	;;;;;;	;;;;;;	(153642007, 153642437)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/39_T4_2_T4_17.deltapsi_quantify_deltapsi.html#TAZ
TAZ	ENSG00000102125	ENSG00000102125:153642438-153642527:target	-0.571672201427;0.571672201427	1.0;1.0	0.975;0.025	0.418;0.582	t|1e1.1o2|i	False	False	False	1	2	1	chrX	+	153641904-153642438;153642437-153642438	153641819-153642006;153642007-153642437;153642438-153642527	;;	;;	(153642007, 153642437)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/39_T4_2_T4_17.deltapsi_quantify_deltapsi.html#TAZ
PHF12	ENSG00000109118	ENSG00000109118:27234608-27234690:source	0.0128690975333;-0.291622135514;0.208477020948	8.45165413911e-15;0.999952319966;0.943456311275	0.034;0.965;0.025	0.085;0.681;0.228	t|1e1.1o4|1e2.1o1|i	False	False	True	2	3	1	chr17	-	27234690-27237244;27234690-27235801;27234690-27234691	27234608-27234690;27234691-27235800;27235801-27235899;27236588-27237387	;;;	;;;	(27234691, 27235800)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/52_T4_2_T4_17.deltapsi_quantify_deltapsi.html#PHF12
PHF12	ENSG00000109118	ENSG00000109118:27236588-27237387:target	8.31570798756e-11;-0.288242955368;0.0368153143827;0.000813886025694;0.169166363079	3.15089403924e-18;0.999714882386;5.2755492736e-07;4.72050704072e-18;0.307772662734	0.025;0.914;0.046;0.030;0.025	0.025;0.633;0.123;0.040;0.190	s|1e0|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e0|3e0|4e0|i	True	False	True	4	5	1	chr17	-	27236200-27237244;27235899-27237244;27234690-27237244;27234012-27237244;27236587-27236588	27233874-27234012;27234608-27234690;27235801-27235899;27236034-27236200;27236201-27236587;27236588-27237387	;;;;;	;;;;;	(27236201, 27236587)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/52_T4_2_T4_17.deltapsi_quantify_deltapsi.html#PHF12
PPFIA1	ENSG00000131626	ENSG00000131626:70184480-70184559:source	0.205003600137;-0.205003600137	0.69878251294;0.69878251294	0.136;0.864	0.342;0.658	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr11	+	70184540-70185277;70184559-70185277	70184480-70184559;70185277-70185417;70185277-70185417	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH2vsTH17//summaries/85_T4_2_T4_17.deltapsi_quantify_deltapsi.html#PPFIA1
