#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_1 E(PSI)	T4_17 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
BRAT1	ENSG00000106009	ENSG00000106009:2581754-2581862:source	-0.00012964680449;-0.229076079358;-0.141206049131;1.22407682576e-05;0.386004998644	6.18892156477e-12;0.872169275374;0.408424771528;4.70644254704e-14;0.999999991592	0.027;0.254;0.709;0.025;0.025	0.026;0.031;0.530;0.025;0.401	t|1e1.1o3|1e1.3o3|2e1.2o3|2e2.1o1|i	True	True	True	4	3	1	chr7	-	2581862-2582927;2581862-2582665;2581845-2582838;2581845-2582613;2581862-2581863	2581754-2581862;2581863-2582612;2582613-2582638;2582665-2582957;2582665-2582957;2582665-2582957	;;;;;	;;;;;	(2581863, 2582612)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/48_T4_1_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2578813-2578985:target	-0.21748326995;0.21748326995	0.829927187623;0.829927187623	0.975;0.025	0.763;0.237	s|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2578398-2578813;2578812-2578813	2577511-2578398;2578399-2578812;2578813-2578985	;;	;;	(2578399, 2578812)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/48_T4_1_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2579178-2579276:target	-0.306193166102;2.222158051e-06;0.296576963943	0.999851605155;2.91848962457e-17;0.999609812198	0.975;0.025;0.025	0.676;0.025;0.314	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr7	-	2578985-2579178;2578398-2579178;2579177-2579178	2577511-2578398;2578813-2578985;2578986-2579177;2579178-2579276	;;;	;;;	(2578986, 2579177)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/48_T4_1_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2579420-2579541:target	-0.389158209971;0.389158209971	1.0;1.0	0.975;0.025	0.596;0.404	s|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2579276-2579420;2579419-2579420	2579178-2579276;2579277-2579419;2579420-2579541	;;	;;	(2579277, 2579419)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/48_T4_1_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2577511-2578398:source	-7.96476561846e-07;-0.537547263912;0.530068407082	5.75616409043e-15;1.0;1.0	0.025;0.975;0.025	0.025;0.451;0.542	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr7	-	2578398-2579178;2578398-2578813;2578398-2578399	2577511-2578398;2578399-2578812;2578813-2578985;2579178-2579276	;;;	;;;	(2578399, 2578812)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/48_T4_1_T4_17.deltapsi_quantify_deltapsi.html#BRAT1
SLC9A8	ENSG00000197818	ENSG00000197818:48502908-48503435:target	0.00309314522285;-0.554888708798;0.504000183333	3.48881408143e-08;1.0;1.0	0.055;0.943;0.025	0.082;0.402;0.516	t|1e0|2e1.1o1|3e1.1o1|i	True	True	False	2	2	1	chr20	+	48500603-48503131;48500603-48503289;48502907-48502908	48500383-48500603;48500383-48500603;48502112-48502907;48502908-48503435	;;;	;;;	(48502112, 48502907)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/171_T4_1_T4_17.deltapsi_quantify_deltapsi.html#SLC9A8
EIF4A1	ENSG00000161960	ENSG00000161960:7477162-7477626:source	7.76734793335e-16;-0.426176084144;-4.78071557282e-15;0.421878254023	3.4948743021e-18;1.0;3.4948743021e-18;1.0	0.025;0.975;0.025;0.025	0.025;0.559;0.025;0.436	s|1e1.1o3|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1	chr17	+	7477626-7477840;7477626-7477864;7477626-7477866;7477626-7477627	7477162-7477626;7477627-7477839;7477840-7478395;7477840-7478395;7477840-7478395	;;;;	;;;;	(7477627, 7477839)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/129_T4_1_T4_17.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7478506-7479503:source	-0.277850752307;7.77152355417e-16;3.4313230846e-16;0.27600243013	0.999999995936;3.4948743021e-18;3.4948743021e-18;0.999999992149	0.975;0.025;0.025;0.025	0.704;0.025;0.025;0.294	s|1e0|2e1.1o3|2e1.2o3|2e2.1o1|3e0|4e0|5e0|6e0|7e0|8e0|i	True	True	True	3	3	1	chr17	+	7478576-7479842;7478576-7479848;7478576-7480374;7479503-7479504	7478506-7479503;7479504-7479841;7479842-7480079;7479842-7480079;7480374-7480457	;;;;	;;;;	(7479504, 7479841)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/129_T4_1_T4_17.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7481145-7481249:target	-0.272366259112;0.272366259112	0.999999999947;0.999999999947	0.975;0.025	0.709;0.291	t|1e1.2o2|i	False	False	False	1	2	1	chr17	+	7481024-7481145;7481144-7481145	7481005-7481024;7481025-7481144;7481145-7481249	;;	;;	(7481025, 7481144)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/129_T4_1_T4_17.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7476024-7476182:source	-1.22166335385e-08;-0.234497141259;-1.3134201909e-14;-0.000701355886713;-4.04372933699e-12;0.25591429555	3.49488614002e-18;0.945707483004;3.49487430211e-18;4.1704940143e-18;3.494874306e-18;0.999259736921	0.025;0.941;0.025;0.033;0.025;0.025	0.025;0.713;0.025;0.025;0.025;0.275	s|1e1.3o4|1e2.3o4|1e2.4o4|1e3.2o3|1e4.1o1|i	False	True	True	5	5	1	chr17	+	7476182-7476718;7476182-7477578;7476182-7477584;7476182-7477864;7476182-7478437;7476182-7476183	7476024-7476182;7476183-7476552;7476553-7476865;7477162-7477626;7477162-7477626;7477840-7478395;7478437-7478489	;;;;;;	;;;;;;	(7476183, 7476552)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/129_T4_1_T4_17.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7479842-7480079:target	-6.3248175174e-08;-0.417946459332;7.77156117238e-16;0.412691583383	3.49493522839e-18;1.0;3.4948743021e-18;1.0	0.025;0.975;0.025;0.025	0.025;0.568;0.025;0.427	t|1e1.1o3|1e2.2o8|2e2.2o8|3e0|i	True	True	True	3	3	1	chr17	+	7477996-7479842;7478576-7479842;7478576-7479848;7479841-7479842	7477840-7478395;7478506-7479503;7478506-7479503;7479504-7479841;7479842-7480079	;;;;	;;;;	(7479504, 7479841)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/129_T4_1_T4_17.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7477840-7478395:target	7.74782408465e-16;-4.38837975059e-06;-0.368461709841;-3.01293051773e-14;0.361441314839	3.4948743021e-18;3.49910158163e-18;1.0;3.49487430213e-18;1.0	0.025;0.025;0.975;0.025;0.025	0.025;0.025;0.615;0.025;0.377	t|1e2.1o1|2e1.1o1|2e2.1o1|3e2.1o1|i	True	True	True	4	3	1	chr17	+	7477626-7477840;7476182-7477864;7477626-7477864;7477626-7477866;7477839-7477840	7476024-7476182;7477162-7477626;7477162-7477626;7477162-7477626;7477627-7477839;7477840-7478395	;;;;;	;;;;;	(7477627, 7477839)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/129_T4_1_T4_17.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7481005-7481024:source	-0.283839869047;0.283839869047	1.0;1.0	0.975;0.025	0.698;0.302	s|1e0|2e0|2e1.1o1|i	True	False	False	1	2	1	chr17	+	7481024-7481145;7481024-7481025	7481005-7481024;7481025-7481144;7481145-7481249	;;	;;	(7481025, 7481144)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/129_T4_1_T4_17.deltapsi_quantify_deltapsi.html#EIF4A1
HNRNPH3	ENSG00000096746	ENSG00000096746:70101342-70101437:target	-0.218808189564;0.218808189564	0.993373954334;0.993373954334	0.975;0.025	0.762;0.238	t|1e1.2o2|i	False	False	False	1	2	1	chr10	+	70101066-70101342;70101341-70101342	70100931-70101066;70101067-70101341;70101342-70101437	;;	;;	(70101067, 70101341)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/31_T4_1_T4_17.deltapsi_quantify_deltapsi.html#HNRNPH3
PAN2	ENSG00000135473	ENSG00000135473:56718078-56718185:target	0.245171529141;-0.245171529141	0.851843605309;0.851843605309	0.536;0.464	0.780;0.220	s|1e1.2o3|1e1.3o3	False	True	False	2	2	0	chr12	-	56717969-56718078;56717966-56718078	56717821-56717971;56717821-56717971;56718078-56718185	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/94_T4_1_T4_17.deltapsi_quantify_deltapsi.html#PAN2
PAN2	ENSG00000135473	ENSG00000135473:56712872-56712965:source	-0.595144279477;0.595144279477	1.0;1.0	0.975;0.025	0.395;0.605	t|1e1.2o2|i	False	False	False	1	2	1	chr12	-	56712965-56713092;56712965-56712966	56712872-56712965;56712966-56713091;56713092-56713295	;;	;;	(56712966, 56713091)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/94_T4_1_T4_17.deltapsi_quantify_deltapsi.html#PAN2
PAN2	ENSG00000135473	ENSG00000135473:56713092-56713295:target	-0.546079647961;-5.21869652472e-06;0.544835914279	1.0;3.07362823308e-12;1.0	0.975;0.025;0.025	0.442;0.025;0.556	s|1e0|2e1.1o1|2e2.2o2|i	True	False	True	2	3	1	chr12	-	56712965-56713092;56712218-56713092;56713091-56713092	56712021-56712358;56712872-56712965;56712966-56713091;56713092-56713295	;;;	;;;	(56712966, 56713091)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/94_T4_1_T4_17.deltapsi_quantify_deltapsi.html#PAN2
KCTD13	ENSG00000174943	ENSG00000174943:29918284-29918429:source	-0.486344800975;0.486344800975	0.999999999999;0.999999999999	0.975;0.025	0.501;0.499	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	29918429-29922299;29918429-29918430	29918284-29918429;29918430-29919284;29922299-29922494	;;	;;	(29918430, 29919284)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/152_T4_1_T4_17.deltapsi_quantify_deltapsi.html#KCTD13
KMT2C	ENSG00000055609	ENSG00000055609:151851352-151851530:source	-0.378377566315;-4.59616303899e-08;0.376730753609	0.999999999654;3.49492229235e-18;0.999999999756	0.975;0.025;0.025	0.606;0.025;0.392	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr7	-	151851530-151852995;151851530-151851994;151851530-151851531	151851352-151851530;151851531-151851993;151851994-151852090;151852995-151853142	;;;	;;;	(151851531, 151851993)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/11_T4_1_T4_17.deltapsi_quantify_deltapsi.html#KMT2C
KMT2C	ENSG00000055609	ENSG00000055609:151832010-151834009:source	-0.267281882309;0.267281882309	0.999750394771;0.999750394771	0.975;0.025	0.714;0.286	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	151834009-151835881;151834009-151834010	151832010-151834009;151834010-151835880;151835881-151835989	;;	;;	(151834010, 151835880)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/11_T4_1_T4_17.deltapsi_quantify_deltapsi.html#KMT2C
HSF1	ENSG00000185122	ENSG00000185122:145534085-145534935:target	-0.363585110584;0.363585110584	0.999999999959;0.999999999959	0.975;0.025	0.621;0.379	t|1e0|2e0|3e1.1o2|4e0|i	False	True	False	1	2	1	chr8	+	145533582-145534860;145534084-145534085	145533458-145533780;145533781-145534084;145534085-145534935	;;	;;	(145533781, 145534084)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/163_T4_1_T4_17.deltapsi_quantify_deltapsi.html#HSF1
HSF1	ENSG00000185122	ENSG00000185122:145537648-145537717:source	0.210161789123;-0.210691645859;1.27093068554e-07	0.788497815119;0.798047880732;1.06880789476e-17	0.757;0.242;0.025	0.962;0.036;0.025	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr8	+	145537717-145537788;145537717-145537796;145537717-145537718	145537648-145537717;145537718-145537787;145537788-145538385;145537788-145538385	;;;	;;;	(145537718, 145537787)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/163_T4_1_T4_17.deltapsi_quantify_deltapsi.html#HSF1
HSF1	ENSG00000185122	ENSG00000185122:145533458-145533780:source	-0.139185826712;-0.0199417584276;0.21057919659	0.289543640024;0.00127563962935;0.884173450566	0.762;0.236;0.025	0.607;0.163;0.230	s|1e1.3o4|1e2.1o1|2e0|i	True	False	True	2	3	1	chr8	+	145533582-145534860;145533582-145535007;145533780-145533781	145533458-145533780;145533781-145534084;145534085-145534935;145535007-145535068	;;;	;;;	(145533781, 145534084)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/163_T4_1_T4_17.deltapsi_quantify_deltapsi.html#HSF1
HSF1	ENSG00000185122	ENSG00000185122:145532591-145532700:source	0.306835284213;-0.306835284213	0.999999990114;0.999999990114	0.676;0.324	0.975;0.025	s|1e1.4o5|i	False	False	False	1	2	1	chr8	+	145532700-145533141;145532700-145532701	145532591-145532700;145532701-145532719;145532720-145533280	;;	;;	(145532701, 145532719)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/163_T4_1_T4_17.deltapsi_quantify_deltapsi.html#HSF1
HSF1	ENSG00000185122	ENSG00000185122:145537788-145538385:target	0.212127161929;-0.212633491168;1.2485713164e-07	0.798848359596;0.807877830208;9.87948061358e-18	0.756;0.243;0.025	0.962;0.036;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr8	+	145537717-145537788;145537717-145537796;145537787-145537788	145537648-145537717;145537648-145537717;145537718-145537787;145537788-145538385	;;;	;;;	(145537718, 145537787)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/163_T4_1_T4_17.deltapsi_quantify_deltapsi.html#HSF1
CTNNB1	ENSG00000168036	ENSG00000168036:41281151-41281227:target	-0.000398819937146;-0.719175939609;0.715643453842	1.82514419642e-14;1.0;1.0	0.030;0.969;0.025	0.025;0.268;0.723	t|1e1.1o4|1e2.2o2|i	False	False	True	2	3	1	chr3	+	41278200-41281151;41280845-41281151;41281150-41281151	41278079-41278958;41280624-41280845;41280846-41281150;41281151-41281227	;;;	;;;	(41280846, 41281150)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_TH1vsTH17//summaries/143_T4_1_T4_17.deltapsi_quantify_deltapsi.html#CTNNB1
