#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_1 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
ERCC5	ENSG00000134899	ENSG00000134899:103506638-103506724:target	0.410136547245;-0.410136547245	1.0;1.0	0.575;0.425	0.975;0.025	t|1e1.1o2|i	False	False	False	1	2	1	chr13	+	103506222-103506638;103506637-103506638	103506107-103506283;103506284-103506637;103506638-103506724	;;	;;	(103506284, 103506637)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/98_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ERCC5
ERCC5	ENSG00000134899	ENSG00000134899:103506107-103506283:source	0.446866214548;-0.446866214548	1.0;1.0	0.539;0.461	0.975;0.025	s|1e0|1e1.1o1|2e0|i	True	False	False	1	2	1	chr13	+	103506222-103506638;103506283-103506284	103506107-103506283;103506284-103506637;103506638-103506724	;;	;;	(103506284, 103506637)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/98_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ERCC5
ZNFX1	ENSG00000124201	ENSG00000124201:47871032-47871186:source	0.306916109474;-0.306916109474	0.999999992907;0.999999992907	0.676;0.324	0.975;0.025	t|1e1.2o2|i	False	False	False	1	2	1	chr20	-	47871186-47872345;47871186-47871187	47871032-47871186;47871187-47872344;47872345-47872530	;;	;;	(47871187, 47872344)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/80_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ZNFX1
ZNFX1	ENSG00000124201	ENSG00000124201:47871032-47871186:target	0.266222325247;-0.266222325247	0.999961198053;0.999961198053	0.715;0.285	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr20	-	47870348-47871032;47871031-47871032	47870203-47870348;47870349-47871031;47871032-47871186	;;	;;	(47870349, 47871031)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/80_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ZNFX1
ZNFX1	ENSG00000124201	ENSG00000124201:47870203-47870348:source	0.279311522654;-0.279311522654	0.999999625525;0.999999625525	0.703;0.297	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr20	-	47870348-47871032;47870348-47870349	47870203-47870348;47870349-47871031;47871032-47871186	;;	;;	(47870349, 47871031)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/80_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ZNFX1
ZNFX1	ENSG00000124201	ENSG00000124201:47872345-47872530:source	0.00148647014853;-0.000737565224626;0.240087633571;-0.208929825818	7.27681766124e-10;7.50835488584e-13;0.959244108547;0.917982444328	0.025;0.033;0.704;0.229	0.039;0.026;0.937;0.025	t|1e1.1o1|2e1.1o1|3e1.1o1|i	True	True	False	3	2	1	chr20	-	47872530-47873954;47872515-47873954;47872484-47873954;47872530-47872531	47872345-47872530;47872531-47873953;47873954-47874201;47873954-47874201;47873954-47874201	;;;;	;;;;	(47872531, 47873953)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/80_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ZNFX1
ZNFX1	ENSG00000124201	ENSG00000124201:47873954-47874201:target	0.00142679456294;-0.00116178743697;0.199700126458;-0.163862365272	6.17309381288e-10;5.74310136501e-13;0.699991474459;0.223125915079	0.025;0.036;0.744;0.185	0.038;0.026;0.938;0.025	s|1e1.1o3|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1	chr20	-	47872530-47873954;47872515-47873954;47872484-47873954;47873953-47873954	47872345-47872530;47872345-47872530;47872345-47872530;47872531-47873953;47873954-47874201	;;;;	;;;;	(47872531, 47873953)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/80_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ZNFX1
ZNFX1	ENSG00000124201	ENSG00000124201:47872345-47872530:target	0.379091735689;-0.379091735689	1.0;1.0	0.605;0.395	0.975;0.025	s|1e0|2e0|2e1.1o1|i	True	False	False	1	2	1	chr20	-	47871186-47872345;47872344-47872345	47871032-47871186;47871187-47872344;47872345-47872530	;;	;;	(47871187, 47872344)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/80_T4_N_T4_1.deltapsi_quantify_deltapsi.html#ZNFX1
COMMD3-BMI1	ENSG00000269897	ENSG00000269897:22616671-22616721:source	0.247608612121;-0.247608612121	0.990248422932;0.990248422932	0.734;0.266	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr10	+	22616721-22616879;22616721-22616722	22616671-22616721;22616722-22616878;22616879-22616987	;;	;;	(22616722, 22616878)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/209_T4_N_T4_1.deltapsi_quantify_deltapsi.html#COMMD3-BMI1
COMMD3-BMI1	ENSG00000269897	ENSG00000269897:22615819-22615915:target	0.253277194494;-0.253277194494	0.999737340298;0.999737340298	0.728;0.272	0.975;0.025	t|1e1.3o3|i	False	False	False	1	2	1	chr10	+	22615490-22615819;22615818-22615819	22615360-22615490;22615491-22615818;22615819-22615915	;;	;;	(22615491, 22615818)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/209_T4_N_T4_1.deltapsi_quantify_deltapsi.html#COMMD3-BMI1
COMMD3-BMI1	ENSG00000269897	ENSG00000269897:22607201-22607235:source	0.574670200925;0.000157567174897;5.77639393648e-06;-0.576580268956	1.0;2.18199488557e-09;1.57171471086e-11;1.0	0.411;0.025;0.025;0.587	0.971;0.027;0.025;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr10	+	22607235-22607582;22607235-22607888;22607235-22615360;22607235-22607236	22607201-22607235;22607236-22607581;22607582-22607642;22607888-22607947;22615360-22615490	;;;;	;;;;	(22607236, 22607581)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/209_T4_N_T4_1.deltapsi_quantify_deltapsi.html#COMMD3-BMI1
COMMD3-BMI1	ENSG00000269897	ENSG00000269897:22607582-22607642:target	0.750484071096;-0.750484071096	1.0;1.0	0.243;0.757	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr10	+	22607235-22607582;22607581-22607582	22607201-22607235;22607236-22607581;22607582-22607642	;;	;;	(22607236, 22607581)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/209_T4_N_T4_1.deltapsi_quantify_deltapsi.html#COMMD3-BMI1
GLOD4	ENSG00000167699	ENSG00000167699:680108-680932:source	0.275375362687;-0.00298021346599;-0.23722246286	0.999279088373;6.71331163094e-14;0.99823081012	0.676;0.074;0.256	0.944;0.055;0.025	t|1e0|2e1.1o1|2e2.1o3|i	False	True	True	2	3	1	chr17	-	680228-681935;680228-681862;680932-680933	680108-680932;680933-681541;681542-681901;681935-682050	;;;	;;;	(680933, 681541)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/153_T4_N_T4_1.deltapsi_quantify_deltapsi.html#GLOD4
GLOD4	ENSG00000167699	ENSG00000167699:673661-673747:source	0.235149430596;-0.235149430596	0.997505610487;0.997505610487	0.746;0.254	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr17	-	673747-674565;673747-673748	673661-673747;673748-674564;674565-674644	;;	;;	(673748, 674564)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/153_T4_N_T4_1.deltapsi_quantify_deltapsi.html#GLOD4
GLOD4	ENSG00000167699	ENSG00000167699:673661-673747:target	3.24171755387e-08;0.233040462252;2.65140703013e-07;-0.231230291835	5.86643970188e-18;0.995407904059;5.86673721197e-18;0.99594588181	0.025;0.748;0.025;0.250	0.025;0.975;0.025;0.025	s|1e0|2e1.1o2|2e1.2o2|2e2.1o1|i	True	True	True	3	3	1	chr17	-	673464-673661;673397-673661;663478-673661;673660-673661	663428-663478;673284-673464;673284-673464;673465-673660;673661-673747	;;;;	;;;;	(673465, 673660)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/153_T4_N_T4_1.deltapsi_quantify_deltapsi.html#GLOD4
SNHG8	ENSG00000269893	ENSG00000269893:119199864-119199964:source	0.0541019585136;2.1455769775e-12;0.404505366522;6.20078497803e-07;-0.442319129868	5.0358224021e-07;5.86639826302e-18;0.999999724433;5.86719095877e-18;1.0	0.033;0.025;0.472;0.025;0.456	0.112;0.025;0.866;0.025;0.025	s|1e1.1o3|1e1.3o3|1e2.1o1|2e2.1o1|i	True	True	True	4	3	1	chr4	+	119199947-119200099;119199947-119200262;119199947-119200544;119199964-119200544;119199964-119199965	119199864-119199964;119199965-119200098;119200099-119200292;119200099-119200292;119200544-119200586;119200544-119200586	;;;;;	;;;;;	(119199965, 119200098)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/209_T4_N_T4_1.deltapsi_quantify_deltapsi.html#SNHG8
BRAT1	ENSG00000106009	ENSG00000106009:2579178-2579276:source	0.203960840433;-0.203960840433	0.871578993747;0.871578993747	0.776;0.224	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2579276-2579420;2579276-2579277	2579178-2579276;2579277-2579419;2579420-2579541	;;	;;	(2579277, 2579419)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/50_T4_N_T4_1.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2579420-2579541:source	-0.00377510900809;0.567055870387;9.42659975231e-05;-0.536759031091	1.47881965996e-08;1.0;1.54476917847e-10;1.0	0.076;0.375;0.025;0.548	0.054;0.927;0.026;0.025	t|1e1.1o1|2e1.1o1|2e2.1o1|i	True	True	True	3	3	1	chr7	-	2579541-2580613;2579522-2580613;2579522-2580464;2579541-2579542	2579420-2579541;2579542-2580463;2580464-2580528;2580613-2580686;2580613-2580686	;;;;	;;;;	(2579542, 2580463)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/50_T4_N_T4_1.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2578813-2578985:source	0.206141178756;-0.206141178756	0.867267622827;0.867267622827	0.774;0.226	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2578985-2579178;2578985-2578986	2578813-2578985;2578986-2579177;2579178-2579276	;;	;;	(2578986, 2579177)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/50_T4_N_T4_1.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2584543-2584690:target	0.234476911025;-0.234476911025	0.987273845646;0.987273845646	0.746;0.254	0.975;0.025	s|1e1.4o4|i	False	False	False	1	2	1	chr7	-	2583596-2584543;2584542-2584543	2583224-2583886;2583887-2584542;2584543-2584690	;;	;;	(2583887, 2584542)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/50_T4_N_T4_1.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2581754-2581862:source	0.000197947584435;0.235840135269;0.262286670373;1.49808824793e-05;-0.498932534151	8.41743988943e-12;0.923689687426;0.942941839973;5.02958741654e-14;1.0	0.025;0.025;0.453;0.025;0.511	0.027;0.255;0.709;0.025;0.025	t|1e1.1o3|1e1.3o3|2e1.2o3|2e2.1o1|i	True	True	True	4	3	1	chr7	-	2581862-2582927;2581862-2582665;2581845-2582838;2581845-2582613;2581862-2581863	2581754-2581862;2581863-2582612;2582613-2582638;2582665-2582957;2582665-2582957;2582665-2582957	;;;;;	;;;;;	(2581863, 2582612)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/50_T4_N_T4_1.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2578813-2578985:target	0.257195540226;-0.257195540226	0.999546757501;0.999546757501	0.724;0.276	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2578398-2578813;2578812-2578813	2577511-2578398;2578399-2578812;2578813-2578985	;;	;;	(2578399, 2578812)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/50_T4_N_T4_1.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2579178-2579276:target	0.26426230968;2.68514132771e-07;-0.251065511161	0.999827342351;3.86033176096e-17;0.998821798878	0.717;0.025;0.270	0.975;0.025;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr7	-	2578985-2579178;2578398-2579178;2579177-2579178	2577511-2578398;2578813-2578985;2578986-2579177;2579178-2579276	;;;	;;;	(2578986, 2579177)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/50_T4_N_T4_1.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2579420-2579541:target	0.248650910475;-0.248650910475	0.999078847027;0.999078847027	0.733;0.267	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr7	-	2579276-2579420;2579419-2579420	2579178-2579276;2579277-2579419;2579420-2579541	;;	;;	(2579277, 2579419)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/50_T4_N_T4_1.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2580932-2581118:target	0.290717220697;-0.290717220697	0.999997675108;0.999997675108	0.692;0.308	0.975;0.025	s|1e1.1o2|i	False	False	False	1	2	1	chr7	-	2580686-2580932;2580931-2580932	2580613-2580686;2580687-2580931;2580932-2581118	;;	;;	(2580687, 2580931)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/50_T4_N_T4_1.deltapsi_quantify_deltapsi.html#BRAT1
BRAT1	ENSG00000106009	ENSG00000106009:2577511-2578398:source	1.32151638843e-06;0.430799165223;-0.419661934165	9.04869282442e-15;1.0;1.0	0.025;0.555;0.434	0.025;0.975;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr7	-	2578398-2579178;2578398-2578813;2578398-2578399	2577511-2578398;2578399-2578812;2578813-2578985;2579178-2579276	;;;	;;;	(2578399, 2578812)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/50_T4_N_T4_1.deltapsi_quantify_deltapsi.html#BRAT1
HRAS	ENSG00000174775	ENSG00000174775:534212-534375:target	0.567871481645;-0.567871481645	1.0;1.0	0.421;0.579	0.975;0.025	s|1e0|2e1.2o2|i	True	False	False	1	2	1	chr11	-	533944-534212;534211-534212	533766-533976;533977-534211;534212-534375	;;	;;	(533977, 534211)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/164_T4_N_T4_1.deltapsi_quantify_deltapsi.html#HRAS
HRAS	ENSG00000174775	ENSG00000174775:533766-533976:source	0.58686554786;-0.58686554786	1.0;1.0	0.403;0.597	0.975;0.025	t|1e0|2e1.2o2|i	False	True	False	1	2	1	chr11	-	533944-534212;533976-533977	533766-533976;533977-534211;534212-534375	;;	;;	(533977, 534211)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/164_T4_N_T4_1.deltapsi_quantify_deltapsi.html#HRAS
SLC9A8	ENSG00000197818	ENSG00000197818:48497461-48497572:source	0.291447841767;-0.291447841767	0.999997774415;0.999997774415	0.691;0.309	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr20	+	48497572-48500383;48497572-48497573	48497461-48497572;48497573-48500382;48500383-48500603	;;	;;	(48497573, 48500382)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/186_T4_N_T4_1.deltapsi_quantify_deltapsi.html#SLC9A8
SLC9A8	ENSG00000197818	ENSG00000197818:48500383-48500603:target	0.011919047047;0.417616441673;-0.432033597137	1.8420174038e-07;0.999999990774;1.0	0.025;0.524;0.446	0.068;0.930;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr20	+	48481381-48500383;48497572-48500383;48500382-48500383	48481265-48481381;48497461-48497572;48497573-48500382;48500383-48500603	;;;	;;;	(48497573, 48500382)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/186_T4_N_T4_1.deltapsi_quantify_deltapsi.html#SLC9A8
SLC9A8	ENSG00000197818	ENSG00000197818:48502908-48503435:target	0.00459802667202;0.416866846579;-0.417815760205	3.6375089709e-08;0.999999986737;1.0	0.026;0.538;0.432	0.054;0.944;0.025	t|1e0|2e1.1o1|3e1.1o1|i	True	True	False	2	2	1	chr20	+	48500603-48503131;48500603-48503289;48502907-48502908	48500383-48500603;48500383-48500603;48502112-48502907;48502908-48503435	;;;	;;;	(48502112, 48502907)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/186_T4_N_T4_1.deltapsi_quantify_deltapsi.html#SLC9A8
EIF4A1	ENSG00000161960	ENSG00000161960:7477162-7477626:source	7.81529136278e-16;0.298126646323;4.42637528466e-14;-0.296177538087	5.86639826028e-18;0.999846440715;5.86639826034e-18;0.999713966715	0.025;0.684;0.025;0.314	0.025;0.975;0.025;0.025	s|1e1.1o3|1e1.2o3|1e1.3o3|i	False	True	False	3	2	1	chr17	+	7477626-7477840;7477626-7477864;7477626-7477866;7477626-7477627	7477162-7477626;7477627-7477839;7477840-7478395;7477840-7478395;7477840-7478395	;;;;	;;;;	(7477627, 7477839)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/138_T4_N_T4_1.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7478506-7479503:source	0.283187625654;7.77156117238e-16;1.19604724359e-15;-0.278334476573	0.999999999995;5.86639826028e-18;5.86639826028e-18;0.999999999941	0.699;0.025;0.025;0.296	0.975;0.025;0.025;0.025	s|1e0|2e1.1o3|2e1.2o3|2e2.1o1|3e0|4e0|5e0|6e0|7e0|8e0|i	True	True	True	3	3	1	chr17	+	7478576-7479842;7478576-7479848;7478576-7480374;7479503-7479504	7478506-7479503;7479504-7479841;7479842-7480079;7479842-7480079;7480374-7480457	;;;;	;;;;	(7479504, 7479841)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/138_T4_N_T4_1.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7481145-7481249:target	0.337384784672;-0.337384784672	1.0;1.0	0.646;0.354	0.975;0.025	t|1e1.2o2|i	False	False	False	1	2	1	chr17	+	7481024-7481145;7481144-7481145	7481005-7481024;7481025-7481144;7481145-7481249	;;	;;	(7481025, 7481144)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/138_T4_N_T4_1.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7479842-7480079:target	9.35874767273e-08;0.388346678211;7.77165304252e-16;-0.37190792772	5.86651790102e-18;1.0;5.86639826028e-18;1.0	0.025;0.596;0.025;0.388	0.025;0.975;0.025;0.025	t|1e1.1o3|1e2.2o8|2e2.2o8|3e0|i	True	True	True	3	3	1	chr17	+	7477996-7479842;7478576-7479842;7478576-7479848;7479841-7479842	7477840-7478395;7478506-7479503;7478506-7479503;7479504-7479841;7479842-7480079	;;;;	;;;;	(7479504, 7479841)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/138_T4_N_T4_1.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7477840-7478395:target	7.78488234382e-16;4.58396858008e-06;0.213143371462;1.60361445939e-14;-0.207373070703	5.86639826028e-18;5.87225833285e-18;0.79494178035;5.8663982603e-18;0.75979305796	0.025;0.025;0.767;0.025;0.227	0.025;0.025;0.975;0.025;0.025	t|1e2.1o1|2e1.1o1|2e2.1o1|3e2.1o1|i	True	True	True	4	3	1	chr17	+	7477626-7477840;7476182-7477864;7477626-7477864;7477626-7477866;7477839-7477840	7476024-7476182;7477162-7477626;7477162-7477626;7477162-7477626;7477627-7477839;7477840-7478395	;;;;;	;;;;;	(7477627, 7477839)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/138_T4_N_T4_1.deltapsi_quantify_deltapsi.html#EIF4A1
EIF4A1	ENSG00000161960	ENSG00000161960:7481005-7481024:source	0.325989768414;-0.325989768414	1.0;1.0	0.657;0.343	0.975;0.025	s|1e0|2e0|2e1.1o1|i	True	False	False	1	2	1	chr17	+	7481024-7481145;7481024-7481025	7481005-7481024;7481025-7481144;7481145-7481249	;;	;;	(7481025, 7481144)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/138_T4_N_T4_1.deltapsi_quantify_deltapsi.html#EIF4A1
SP140	ENSG00000079263	ENSG00000079263:231174639-231174754:source	-0.389213837292;0.389213837292	0.999999809918;0.999999809918	0.975;0.025	0.596;0.404	s|1e1.1o1|i	False	False	False	1	2	1	chr2	+	231174754-231175458;231174754-231174755	231174639-231174754;231174755-231174855;231175458-231175566	;;	;;	(231174755, 231174855)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH1//summaries/23_T4_N_T4_1.deltapsi_quantify_deltapsi.html#SP140
