#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th17_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
PARP6	ENSG00000137817	ENSG00000137817:72542361-72542789:source	0.209647264313;-0.209647264313	0.679040518871;0.679040518871	0.268;0.732	0.513;0.487	t|1e0|2e0|3e1.1o1|3e2.1o1	False	True	True	2	3	0	chr15	-	72542433-72543548;72542433-72543186	72542361-72542789;72543186-72543298;72543548-72543692	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/15_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PARP6
AHSA2	ENSG00000173209	ENSG00000173209:61413581-61413632:target	0.238604103602;4.96487854242e-06;-0.000187521346913;-0.206025395319	0.798551756176;1.44478550293e-15;1.11781870856e-14;0.686655044028	0.309;0.025;0.035;0.640	0.550;0.025;0.025;0.423	t|1e1.1o2|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr2	+	61412753-61413581;61413000-61413581;61413216-61413581;61413580-61413581	61412637-61412881;61412974-61413000;61413115-61413216;61413217-61413580;61413581-61413632	;;;;	;;;;	(61413217, 61413580)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/25_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#AHSA2
APTX	ENSG00000137074	ENSG00000137074:32988077-32988132:source	1.97902026168e-05;0.296382197103;-0.30616961808	5.08655056757e-07;0.801918226256;0.824688853001	0.025;0.501;0.493	0.027;0.835;0.155	t|1e0|2e1.1o2|2e2.1o1|3e2.1o1	True	True	True	3	3	1	chr9	-	32988127-33001514;32988127-32989757;32988122-32989757	32988077-32988132;32989757-32990086;32989757-32990086;33001331-33001520	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/14_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#APTX
APTX	ENSG00000137074	ENSG00000137074:32989757-32990086:target	0.25293312378;-0.305392339134;9.0595294506e-06;0.000205632896647;9.0595294506e-06	0.712076060047;0.840770772;1.60322158808e-07;1.78932208191e-05;1.60322158808e-07	0.493;0.476;0.025;0.031;0.025	0.804;0.144;0.026;0.044;0.026	s|1e1.2o3|1e1.3o3|1e2.1o2|1e3.1o1|1e4.1o1	False	True	True	5	5	0	chr9	-	32988127-32989757;32988122-32989757;32987844-32989757;32987729-32989757;32986028-32989757	32985969-32986028;32987541-32987729;32987758-32987844;32988077-32988132;32988077-32988132;32989757-32990086	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/14_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#APTX
DDX19B	ENSG00000157349	ENSG00000157349:70348708-70348858:target	-9.32296054994e-06;-9.32296054994e-06;0.278142451191;-0.264311449831	5.86639265222e-07;5.86639265222e-07;0.757557697187;0.71909273349	0.027;0.027;0.121;0.863	0.026;0.026;0.449;0.539	t|1e3.1o1|2e1.2o2|2e2.1o1|2e3.1o1	True	True	True	4	4	0	chr16	+	70346560-70348708;70328969-70348805;70333257-70348805;70346560-70348805	70328680-70328969;70332956-70333257;70346512-70346560;70346512-70346560;70348708-70348858	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/19_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DDX19B
LINC00539	ENSG00000224429	ENSG00000224429:21885181-21885257:source	-0.219296680343;0.00172056839462;0.326945285484;-1.98695374528e-06;-0.0238360644435	0.692146185177;0.000194627512795;0.863819743859;3.75609226796e-08;0.0662355858902	0.325;0.026;0.213;0.026;0.452	0.065;0.074;0.564;0.025;0.292	t|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3	True	False	True	5	4	1	chr13	-	21885257-21904713;21885257-21886591;21885257-21886418;21885257-21886290;21885257-21886285	21885181-21885257;21886285-21886504;21886285-21886504;21886285-21886504;21886591-21886694;21904713-21905209	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/33_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LINC00539
LINC00539	ENSG00000224429	ENSG00000224429:21904713-21905209:target	0.000215962666769;0.000237120362592;0.00146216120379;-0.0924077913973;-0.200623498958;0.263556576329	1.07013012102e-07;1.31888826616e-07;1.19943381836e-05;0.284208201112;0.657185546964;0.799539479383	0.025;0.025;0.025;0.508;0.255;0.227	0.038;0.039;0.065;0.298;0.039;0.519	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o1	False	True	True	6	6	1	chr13	-	21899954-21904713;21897841-21904713;21897838-21904713;21886694-21904713;21885257-21904713;21877959-21904713	21877654-21877959;21885181-21885257;21886591-21886694;21897408-21897841;21897408-21897841;21899764-21899954;21904713-21905209	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/33_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LINC00539
CTBP1-AS2	ENSG00000196810	ENSG00000196810:1243898-1244234:source	-0.0235177953502;0.285076865015;-0.0332368561139	0.0524817151221;0.759433827508;0.0947666828781	0.190;0.129;0.681	0.048;0.468;0.486	s|1e1.2o2|2e1.2o2|3e0|i	True	True	False	2	2	1	chr4	+	1244138-1244684;1244161-1244684;1244234-1244235	1243898-1244234;1244235-1244313;1244314-1245610;1244314-1245610	;;;	;;;	(1244235, 1244313)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/31_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CTBP1-AS2
HECTD4	ENSG00000173064	ENSG00000173064:112616735-112616886:target	0.354683052406;-0.354683052406	0.918090938148;0.918090938148	0.291;0.709	0.655;0.345	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr12	-	112614506-112616735;112614503-112616735	112614400-112614506;112614400-112614506;112616735-112616886	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/25_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#HECTD4
PFKP	ENSG00000067057	ENSG00000067057:3147071-3147493:source	-0.319619446371;7.1527324764e-06;0.317664951752	0.942948218491;2.42973117219e-08;0.945702921917	0.948;0.025;0.047	0.631;0.026;0.361	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr10	+	3147351-3147585;3147493-3147585;3147493-3147494	3147071-3147493;3147494-3147584;3147585-3147693;3147585-3147693	;;;	;;;	(3147494, 3147584)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/3_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PFKP
ATN1	ENSG00000111676	ENSG00000111676:7044710-7046724:source	0.236700592658;-0.236700592658	0.779563026468;0.779563026468	0.094;0.906	0.349;0.651	s|1e1.3o3|2e2.2o2	True	False	True	2	3	1	chr12	+	7045891-7045913;7046724-7047008	7044710-7046724;7046861-7047230	;	;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/8_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ATN1
ODF2	ENSG00000136811	ENSG00000136811:131223221-131223652:source	-0.220742290705;-9.84146537776e-06;0.231323758395;8.90595940074e-06;2.80524506563e-07	0.738314535992;3.07956327936e-11;0.765301974665;6.28931875063e-10;3.17609384044e-12	0.366;0.026;0.604;0.026;0.025	0.127;0.025;0.852;0.027;0.025	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1|3e0	True	True	True	5	4	0	chr9	+	131223289-131231462;131223289-131233587;131223346-131231462;131223346-131233587;131223346-131235192	131223221-131223652;131231462-131231749;131231462-131231749;131233587-131233747;131233587-131233747;131235192-131235321	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/14_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ODF2
SRGAP2B	ENSG00000196369	ENSG00000196369:143916242-143916308:source	4.81279596878e-06;0.201603288098;-0.200232307057	2.23818816237e-09;0.676801537876;0.661105688017	0.025;0.776;0.221	0.025;0.974;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr1	+	143916308-144009867;143916308-144013901;143916308-144094362	143916242-143916308;144009867-144009973;144013901-144014093;144094362-144094424	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/30_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SRGAP2B
LRPPRC	ENSG00000138095	ENSG00000138095:44170826-44171033:target	-0.225236866879;0.225236866879	0.781454865854;0.781454865854	0.247;0.753	0.026;0.974	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr2	-	44169942-44170826;44162017-44170826	44161893-44162017;44169932-44169942;44170826-44171033	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/15_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LRPPRC
PRDM8	ENSG00000152784	ENSG00000152784:81122444-81122675:source	7.63795954646e-05;-0.000248904401952;-0.291260876886;0.269199883514	1.82856906615e-08;1.82764095223e-06;0.895452410944;0.845637903062	0.025;0.079;0.610;0.309	0.031;0.069;0.315;0.589	s|1e1.1o1|2e2.1o2|3e0|3e2.1o2|i	True	True	True	3	3	1	chr4	+	81122538-81122749;81122610-81123068;81122675-81123068;81122675-81122676	81122444-81122675;81122676-81122748;81122749-81122810;81123068-81125483;81123068-81125483	;;;;	;;;;	(81122676, 81122748)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/19_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PRDM8
SAPCD2	ENSG00000186193	ENSG00000186193:139959315-139959431:target	-0.401652168725;0.401652168725	0.991787910365;0.991787910365	0.957;0.043	0.565;0.435	s|1e1.1o1|i	False	False	False	1	2	1	chr9	-	139959239-139959315;139959314-139959315	139956581-139959239;139959240-139959314;139959315-139959431	;;	;;	(139959240, 139959314)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/29_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SAPCD2
MYEF2	ENSG00000104177	ENSG00000104177:48450190-48450253:target	-0.341843319321;0.373161852934;-0.000167070266138	0.978994337032;0.987710342079;4.71861967329e-06	0.363;0.603;0.038	0.028;0.968;0.027	s|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr15	-	48450095-48450190;48446090-48450190;48450189-48450190	48444504-48446273;48449333-48450095;48450096-48450189;48450190-48450253	;;;	;;;	(48450096, 48450189)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/6_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MYEF2
PCID2	ENSG00000126226	ENSG00000126226:113831891-113832322:source	-0.00495944974332;-0.109200900683;0.223911800388	0.00612618426934;0.340231508534;0.728993462098	0.330;0.396;0.274	0.266;0.211;0.524	t|1e1.2o2|2e1.2o2|i	True	True	False	2	2	1	chr13	-	113832322-113832488;113832290-113832488;113832322-113832323	113831891-113832322;113832323-113832487;113832488-113832792;113832488-113832792	;;;	;;;	(113832323, 113832487)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/11_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PCID2
PTBP3	ENSG00000119314	ENSG00000119314:115030329-115030475:source	2.47027118526e-06;-0.0707582298511;-0.0240904244869;0.234071448432	1.43643528102e-09;0.119097988225;0.0402571042719;0.766259698556	0.025;0.172;0.190;0.636	0.025;0.035;0.073;0.892	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.2o2	True	False	True	4	4	1	chr9	-	115030475-115095750;115030475-115060121;115030475-115060112;115030475-115038124	115030329-115030475;115038124-115038293;115060112-115060196;115060112-115060196;115095750-115095947	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/9_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PTBP3
SEPT6	ENSG00000125354	ENSG00000125354:118749687-118750705:source	-0.140622670196;-0.0267516034315;1.08611653478e-06;1.08611653478e-06;0.272438889196	0.264705081874;0.0206441951634;6.01647766365e-11;6.01647766365e-11;0.927517349461	0.182;0.150;0.025;0.025;0.664	0.028;0.043;0.025;0.025;0.932	t|1e1.1o4|1e2.1o1|1e3.1o4|2e2.1o1|i	True	True	True	4	4	1	chrX	-	118750705-118763281;118750705-118759298;118750705-118752676;118750523-118759298;118750705-118750706	118749687-118750705;118750706-118750907;118750908-118752749;118759298-118759359;118759298-118759359;118762779-118763471	;;;;;	;;;;;	(118750706, 118750907)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/11_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SEPT6
POMGNT1	ENSG00000085998	ENSG00000085998:46654914-46655029:source	-2.20674196656e-06;0.236435331256;-0.237220799291	1.04904744647e-09;0.780332526015;0.784917537166	0.025;0.665;0.329	0.025;0.916;0.079	t|1e1.2o3|1e1.3o3|i	True	False	False	2	2	1	chr1	-	46655029-46655156;46655029-46655130;46655029-46655030	46654914-46655029;46655030-46655129;46655130-46655239;46655130-46655239	;;;	;;;	(46655030, 46655129)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/3_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#POMGNT1
NUP210	ENSG00000132182	ENSG00000132182:13389398-13389408:source	-0.234491731561;0.234491731561	0.729325137878;0.729325137878	0.298;0.702	0.033;0.967	t|1e1.1o3|i	False	False	False	1	2	1	chr3	-	13389408-13393379;13389408-13389409	13389398-13389408;13389409-13390336;13393161-13393480	;;	;;	(13389409, 13390336)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/13_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NUP210
ANGEL2	ENSG00000174606	ENSG00000174606:213173668-213173912:source	0.257865348506;-0.257865348506	0.722650307865;0.722650307865	0.115;0.885	0.428;0.572	t|1e0|2e1.2o2|2e2.1o1	False	True	True	2	3	0	chr1	-	213173725-213178375;213173725-213174128	213173668-213173912;213174128-213175576;213178375-213178796	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/26_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ANGEL2
SCAF8	ENSG00000213079	ENSG00000213079:155123105-155123281:source	-0.233045154055;0.233045154055	0.737228681284;0.737228681284	0.967;0.033	0.703;0.297	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr6	+	155123281-155124678;155123281-155124681	155123105-155123281;155124678-155124757;155124678-155124757	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/33_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SCAF8
ZBTB8OS	ENSG00000176261	ENSG00000176261:33099246-33099328:target	2.60679619373e-06;-2.72986253194e-05;2.60679619373e-06;0.373283636614;2.60679619373e-06;-0.357626566179	4.64957045783e-09;1.14943111847e-08;4.64957045783e-09;0.926756488403;4.64957045783e-09;0.90646048878	0.025;0.027;0.025;0.317;0.025;0.658	0.025;0.025;0.025;0.695;0.025;0.291	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.2o2|1e4.1o1|1e5.1o1	False	True	True	6	6	1	chr1	-	33098955-33099246;33097946-33099246;33097922-33099246;33097480-33099246;33093466-33099246;33093145-33099246	33093109-33093145;33093173-33093466;33097426-33097659;33097809-33097946;33097809-33097946;33098863-33098955;33099246-33099328	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/26_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ZBTB8OS
KLHL17	ENSG00000187961	ENSG00000187961:897009-897130:target	-0.0366105789077;0.343796046738;-0.045341542981	0.0876980493831;0.945037003159;0.13262670479	0.218;0.113;0.669	0.068;0.457;0.475	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	+	896180-897009;896932-897009;897008-897009	895967-896180;896673-896932;896933-897008;897009-897130	;;;	;;;	(896933, 897008)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/30_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#KLHL17
IMPAD1	ENSG00000104331	ENSG00000104331:57878750-57878911:source	-0.203762081275;0.203762081275	0.635123768022;0.635123768022	0.959;0.041	0.709;0.291	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr8	-	57878911-57890609;57878911-57879669	57878750-57878911;57879669-57879777;57890609-57890704	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/6_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#IMPAD1
DPP9	ENSG00000142002	ENSG00000142002:4683489-4683641:target	0.278241030742;-0.277293661949;-1.19614583707e-07	0.909636093995;0.904428148241;3.7589629393e-10	0.058;0.937;0.025	0.333;0.662;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr19	-	4683336-4683489;4682850-4683489;4679958-4683489	4679847-4679958;4682708-4682850;4682956-4683336;4683489-4683641	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/16_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DPP9
RGS3	ENSG00000138835	ENSG00000138835:116345730-116345996:target	0.000171831780753;-0.481364158498;-6.63110176224e-06;0.000701942318172;0.405742799362	3.95057956729e-06;0.997911669953;3.08583722885e-07;0.000136624205815;0.998520505499	0.026;0.937;0.026;0.046;0.026	0.038;0.468;0.026;0.071;0.422	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.2o2	False	False	True	5	6	1	chr9	+	116291544-116345730;116299198-116345730;116327640-116345730;116343285-116345730;116344522-116345730	116291501-116291544;116298784-116299198;116327337-116327640;116342940-116343285;116344297-116344522;116345730-116345996	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/15_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RGS3
NIPA2	ENSG00000140157	ENSG00000140157:23033278-23033413:target	0.00610444814811;-0.342484231803;0.203152747062	0.0107915860208;0.851636978136;0.606620242907	0.108;0.798;0.094	0.201;0.423;0.376	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr15	-	23029966-23033278;23027922-23033278;23021429-23033278	23021392-23021429;23027801-23027922;23029779-23029966;23033278-23033413	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/16_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NIPA2
KANSL3	ENSG00000114982	ENSG00000114982:97267380-97267648:source	-0.215381840943;0.215381840943	0.744042120601;0.744042120601	0.252;0.748	0.038;0.962	t|1e0|2e1.1o1|2e2.2o2	False	True	True	2	3	0	chr2	-	97267513-97268490;97267513-97267853	97267380-97267648;97267853-97268075;97268490-97268599	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/9_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#KANSL3
KANSL3	ENSG00000114982	ENSG00000114982:97268490-97268599:target	0.231112706571;-0.231112706571	0.780196680763;0.780196680763	0.699;0.301	0.940;0.060	s|1e1.1o2|1e2.2o2	False	False	True	2	3	0	chr2	-	97268075-97268490;97267513-97268490	97267380-97267648;97267853-97268075;97268490-97268599	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/9_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#KANSL3
COX20	ENSG00000203667	ENSG00000203667:245005497-245005560:target	0.489246133759;-0.483656538672;-2.75305468132e-05	0.987146284616;0.984729172024;1.90335676934e-06	0.208;0.780;0.028	0.689;0.304;0.026	t|1e1.1o1|1e2.1o1|2e2.1o1	True	True	True	3	3	0	chr1	+	244999058-245005497;245005360-245005497;245005360-245005501	244998624-244999058;245003049-245005360;245003049-245005360;245005497-245005560	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/32_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#COX20
COX20	ENSG00000203667	ENSG00000203667:245006343-245008359:target	0.22646724543;-0.22646724543	0.724868682929;0.724868682929	0.459;0.541	0.714;0.286	t|1e1.1o1|i	False	False	False	1	2	1	chr1	+	245005560-245006343;245006342-245006343	245005497-245005560;245005561-245006342;245006343-245008359	;;	;;	(245005561, 245006342)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/32_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#COX20
COX20	ENSG00000203667	ENSG00000203667:245005497-245005560:source	0.220661908394;-0.220661908394	0.700107369229;0.700107369229	0.464;0.536	0.718;0.282	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	245005560-245006343;245005560-245005561	245005497-245005560;245005561-245006342;245006343-245008359	;;	;;	(245005561, 245006342)	file:///data/THelper/./voila/dpsi/TH1e_TH17e//summaries/32_Th1_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#COX20
