#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_p_A E(PSI)	Th17_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
TBC1D31	ENSG00000156787	ENSG00000156787:124089351-124089497:target	-3.38094967752e-05;-0.295175746372;0.32261978415;-3.38094967752e-05	1.10196141601e-05;0.832023938164;0.929577084253;1.10196141601e-05	0.030;0.956;0.030;0.030	0.027;0.630;0.354;0.027	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr8	+	124054605-124089351;124085086-124089351;124085671-124089351;124087273-124089351	124054208-124054605;124084920-124085086;124085489-124085671;124087160-124087273;124089351-124089497	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/27_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TBC1D31
TBC1D31	ENSG00000156787	ENSG00000156787:124138296-124138429:target	0.219226496243;-0.219226496243	0.709118672057;0.709118672057	0.046;0.954	0.297;0.703	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr8	+	124121860-124138296;124132428-124138296	124121714-124121860;124132295-124132428;124138296-124138429	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/27_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TBC1D31
TBC1D31	ENSG00000156787	ENSG00000156787:124121714-124121860:source	-0.224651278183;0.224651278183	0.711410782281;0.711410782281	0.950;0.050	0.687;0.313	s|1e0|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr8	+	124121860-124132295;124121860-124138296	124121714-124121860;124132295-124132428;124138296-124138429	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/27_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TBC1D31
FBXL3	ENSG00000005812	ENSG00000005812:77592735-77592879:source	-0.225743252086;2.83894436552e-06;0.22198847924	0.715356044445;4.79945182638e-09;0.702238897291	0.400;0.025;0.594	0.138;0.026;0.856	t|1e0|2e1.2o2|2e2.1o2|2e2.2o2|3e0	True	True	True	3	3	1	chr13	-	77592857-77600962;77592857-77595792;77592857-77595648	77592735-77592879;77595648-77595996;77595648-77595996;77600962-77601330	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/0_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FBXL3
CBWD2	ENSG00000136682	ENSG00000136682:114195268-114195599:source	0.238806574039;-0.238806574039	0.750693289259;0.750693289259	0.126;0.874	0.391;0.609	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr2	+	114195599-114196597;114195599-114198928	114195268-114195599;114196597-114196694;114198928-114199306	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/20_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CBWD2
TAZ	ENSG00000102125	ENSG00000102125:153646814-153647962:source	-0.010667713338;-0.192450942551;0.290387486012	0.0245395113787;0.615061483443;0.80378167557	0.353;0.225;0.422	0.241;0.027;0.749	s|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chrX	+	153647962-153648044;153647962-153648371;153647962-153647963	153646814-153647962;153647963-153648043;153648044-153648291;153648330-153648480	;;;	;;;	(153647963, 153648043)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/9_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TAZ
TAZ	ENSG00000102125	ENSG00000102125:153641428-153641707:source	-0.0123292291791;-0.0592166072736;-3.1070727717e-06;0.227437844562;-3.1070727717e-06	0.0279249646815;0.113639111894;1.85948947783e-08;0.763337536074;1.85948947783e-08	0.821;0.166;0.025;0.025;0.025	0.720;0.031;0.025;0.248;0.025	s|1e1.1o2|2e1.1o2|3e1.1o2|4e1.1o2|5e1.1o2	True	True	False	5	2	0	chrX	+	153641589-153641819;153641676-153641819;153641689-153641819;153641695-153641819;153641707-153641819	153641428-153641707;153641819-153642006;153641819-153642006;153641819-153642006;153641819-153642006;153641819-153642006	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/9_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TAZ
TAZ	ENSG00000102125	ENSG00000102125:153648044-153648291:target	3.21397674186e-06;-0.26465430234;0.261471915179	1.83587109903e-07;0.734644377369;0.725221893752	0.026;0.528;0.463	0.027;0.210;0.781	t|1e1.3o3|1e2.1o1|i	False	False	True	2	3	1	chrX	+	153642527-153648044;153647962-153648044;153648043-153648044	153642438-153642527;153646814-153647962;153647963-153648043;153648044-153648291	;;;	;;;	(153647963, 153648043)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/9_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TAZ
DDX19B	ENSG00000157349	ENSG00000157349:70348708-70348858:target	6.27886662278e-06;6.27886662278e-06;0.273383844317;-0.275509081899	7.93723078185e-08;7.93723078185e-08;0.773100187368;0.772789258189	0.025;0.025;0.142;0.848	0.026;0.026;0.451;0.537	t|1e3.1o1|2e1.2o2|2e2.1o1|2e3.1o1	True	True	True	4	4	0	chr16	+	70346560-70348708;70328969-70348805;70333257-70348805;70346560-70348805	70328680-70328969;70332956-70333257;70346512-70346560;70346512-70346560;70348708-70348858	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/28_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DDX19B
NUMA1	ENSG00000137497	ENSG00000137497:71746948-71747021:source	1.13080844585e-05;4.85419184836e-09;0.239085380361;1.0722951381e-05;1.09196083111e-05;-0.0385720485237;4.85419184836e-09;-0.000165715458468;4.85419184836e-09;-1.01255861663e-05;4.85419184836e-09;-0.0563432016958;0.000118628679651;4.85419184836e-09	4.26449317023e-11;1.04119525408e-13;0.785724019958;3.9241971243e-11;4.20246527205e-11;0.10500653946;1.04119525408e-13;9.71963681368e-09;1.04119525408e-13;3.28750503268e-11;1.04119525408e-13;0.107095775667;4.77553816838e-09;1.04119525408e-13	0.025;0.025;0.207;0.025;0.025;0.524;0.025;0.035;0.025;0.026;0.025;0.214;0.025;0.025	0.026;0.025;0.461;0.026;0.026;0.383;0.025;0.025;0.025;0.025;0.025;0.079;0.033;0.025	t|1e1.1o1|1e10.1o1|1e11.1o1|1e12.1o1|1e13.1o1|1e2.1o1|1e3.1o1|1e4.1o3|1e4.2o3|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1	True	False	True	14	14	0	chr11	-	71747021-71791504;71747021-71752474;71747021-71752005;71747021-71751651;71747021-71750781;71747021-71780888;71747021-71779542;71747021-71779151;71747021-71779125;71747021-71773635;71747021-71761708;71747021-71760465;71747021-71752869;71747021-71752768	71746948-71747021;71750781-71750871;71751651-71751756;71752005-71752183;71752474-71752571;71752768-71752838;71752869-71753188;71760465-71760585;71761708-71761879;71773635-71773732;71776245-71779277;71776245-71779277;71779542-71779663;71780888-71781139;71791504-71791739	;;;;;;;;;;;;;;	;;;;;;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/21_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NUMA1
PRKRIR	ENSG00000137492	ENSG00000137492:76072000-76072413:source	0.209469054709;-0.209469054709	0.602484912476;0.602484912476	0.526;0.474	0.813;0.187	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr11	-	76072107-76076896;76072107-76075382	76072000-76072413;76075382-76075476;76076896-76077016	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/21_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PRKRIR
COQ4	ENSG00000167113	ENSG00000167113:131088058-131088679:target	0.30614822824;-0.30614822824	0.838156356501;0.838156356501	0.112;0.888	0.445;0.555	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr9	+	131085426-131088058;131087518-131088058	131085295-131085426;131087422-131087518;131088058-131088679	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/33_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#COQ4
C2orf68	ENSG00000168887	ENSG00000168887:85839001-85839189:target	0.226034001002;-0.226034001002	0.768149945487;0.768149945487	0.721;0.279	0.953;0.047	s|1e1.1o1|i	False	False	False	1	2	1	chr2	-	85838909-85839001;85839000-85839001	85838867-85838909;85838910-85839000;85839001-85839189	;;	;;	(85838910, 85839000)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/35_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C2orf68
PFKP	ENSG00000067057	ENSG00000067057:3147071-3147493:source	-0.315832840558;1.23893056533e-05;0.309605100793	0.950277949358;2.63769561695e-08;0.942611786171	0.936;0.025;0.062	0.627;0.026;0.365	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr10	+	3147351-3147585;3147493-3147585;3147493-3147494	3147071-3147493;3147494-3147584;3147585-3147693;3147585-3147693	;;;	;;;	(3147494, 3147584)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/3_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PFKP
TRMU	ENSG00000100416	ENSG00000100416:46742319-46742441:source	-0.326098167105;0.331503341004;3.50192203956e-05	0.917943436147;0.935765368657;3.70553434329e-06	0.813;0.150;0.036	0.483;0.481;0.039	s|1e0|1e1.1o4|1e1.3o4|1e1.4o4	False	True	False	3	2	0	chr22	+	46742441-46746188;46742441-46746243;46742441-46746247	46742319-46742441;46746188-46746360;46746188-46746360;46746188-46746360	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/8_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TRMU
ODF2	ENSG00000136811	ENSG00000136811:131223221-131223652:source	-0.164325066333;-0.000279763915234;0.257959490738;-0.000226925758575;5.09198637563e-07	0.533197501141;4.75089297868e-09;0.855296449739;3.32922196962e-09;6.08424898248e-12	0.328;0.039;0.589;0.039;0.025	0.128;0.025;0.850;0.027;0.025	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1|3e0	True	True	True	5	4	0	chr9	+	131223289-131231462;131223289-131233587;131223346-131231462;131223346-131233587;131223346-131235192	131223221-131223652;131231462-131231749;131231462-131231749;131233587-131233747;131233587-131233747;131235192-131235321	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/20_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ODF2
MPI	ENSG00000178802	ENSG00000178802:75187775-75189296:source	0.34470291885;-0.126779745283;-0.0426025689262	0.938164220108;0.401980825872;0.0514870841478	0.448;0.391;0.161	0.794;0.173;0.037	s|1e0|2e1.1o1|2e2.1o2|3e0|4e0|5e0|i	True	False	True	2	3	1	chr15	+	75188666-75189352;75188666-75189853;75189296-75189297	75187775-75189296;75189297-75189351;75189352-75189560;75189853-75191798	;;;	;;;	(75189297, 75189351)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/38_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MPI
ARHGEF6	ENSG00000129675	ENSG00000129675:135761694-135761831:target	0.208768683697;-0.208768683697	0.587065574529;0.587065574529	0.693;0.307	0.964;0.036	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chrX	-	135760115-135761694;135758876-135761694	135758783-135758876;135760095-135760115;135761694-135761831	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/18_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ARHGEF6
DHX16	ENSG00000204560	ENSG00000204560:30630404-30630519:target	0.241174892136;-0.241174892136	0.808596539336;0.808596539336	0.067;0.933	0.313;0.687	s|1e1.1o2|1e2.3o3	False	False	True	2	3	1	chr6	-	30630208-30630404;30628019-30630404	30627809-30628394;30629155-30630208;30630404-30630519	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/45_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DHX16
DENND4A	ENSG00000174485	ENSG00000174485:65993389-65993530:target	0.266342182098;0.00125208445424;-0.247937190146	0.854555184865;0.00246416326253;0.718400075171	0.056;0.236;0.707	0.329;0.264;0.407	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	1	chr15	-	65993013-65993389;65993010-65993389;65989721-65993389	65989605-65989721;65992882-65993013;65992882-65993013;65993389-65993530	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/37_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#DENND4A
MARCH6	ENSG00000145495	ENSG00000145495:10401969-10402251:target	-0.245330702107;3.06003914352e-06;0.246850737304	0.779151648435;2.36878067505e-10;0.78667459175	0.725;0.026;0.258	0.461;0.026;0.522	t|1e0|2e1.1o1|2e2.1o1|i	False	True	True	2	3	1	chr5	+	10400954-10402171;10401598-10402171;10401968-10401969	10400896-10400954;10401045-10401598;10401599-10401968;10401969-10402251	;;;	;;;	(10401599, 10401968)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/25_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MARCH6
C1GALT1	ENSG00000106392	ENSG00000106392:7273889-7274928:target	-5.41066736004e-07;0.362673707063;-0.000449955094291;4.44925520439e-05;-0.181760454618;-0.0350403383819	3.95793446275e-10;0.985525249187;2.74199582358e-06;1.96895494801e-08;0.547918023698;0.0650059585531	0.025;0.543;0.047;0.025;0.218;0.187	0.025;0.897;0.025;0.028;0.028;0.057	t|1e0|2e1.1o1|2e2.1o1|2e3.1o1|2e4.1o1|2e5.1o2|2e5.2o2|3e0	True	True	True	6	6	1	chr7	+	7197057-7273934;7222451-7273934;7223225-7273934;7225108-7273934;7254865-7273934;7254870-7273934	7196933-7197057;7222178-7222451;7223215-7223225;7225098-7225108;7254673-7254870;7254673-7254870;7273889-7274928	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/11_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C1GALT1
ACD	ENSG00000102977	ENSG00000102977:67693278-67693322:source	-0.255720225721;0.255720225721	0.788799938094;0.788799938094	0.933;0.067	0.662;0.338	t|1e1.1o2|i	False	False	False	1	2	1	chr16	-	67693322-67693440;67693322-67693323	67693278-67693322;67693323-67693367;67693368-67693516	;;	;;	(67693323, 67693367)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/10_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ACD
FAM189B	ENSG00000160767	ENSG00000160767:155222540-155223523:target	0.201306050453;-0.0947704370595;-0.000376466170686	0.637192914618;0.287504167221;3.29533687107e-05	0.048;0.910;0.047	0.300;0.691;0.027	s|1e1.2o4|1e1.3o4|1e2.1o1|2e0	True	True	True	3	3	0	chr1	-	155221699-155223416;155221696-155223416;155218264-155223416	155218196-155218264;155221524-155221859;155221524-155221859;155222540-155223523	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/29_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#FAM189B
RXRB	ENSG00000204231	ENSG00000204231:33163347-33163479:target	0.216628570974;-0.133506562208;-0.000389783039871	0.710384151315;0.422531332069;1.88762670965e-08	0.240;0.715;0.043	0.480;0.517;0.025	s|1e1.1o2|1e1.2o2|1e2.2o2	False	True	True	3	3	1	chr6	-	33163243-33163347;33163231-33163347;33162827-33163347	33162722-33163137;33163140-33163243;33163140-33163243;33163347-33163479	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/45_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RXRB
MACF1	ENSG00000127603	ENSG00000127603:39838151-39839145:source	-0.263164342314;0.263164342314	0.815648224368;0.815648224368	0.340;0.660	0.061;0.939	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr1	+	39838268-39844133;39838268-39844875	39838151-39839145;39844133-39844195;39844875-39845116	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/17_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MACF1
POMGNT1	ENSG00000085998	ENSG00000085998:46659236-46659472:source	-0.229224089874;0.229224089874	0.773324735162;0.773324735162	0.969;0.031	0.739;0.261	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr1	-	46659311-46659527;46659472-46659473	46659236-46659472;46659473-46659526;46659527-46659597	;;	;;	(46659473, 46659526)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/6_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#POMGNT1
RNPC3	ENSG00000185946	ENSG00000185946:104094343-104095400:source	0.308703674586;-0.308703674586	0.827075464804;0.827075464804	0.482;0.518	0.823;0.177	s|1e1.1o1|1e2.1o1|2e0	True	False	True	2	3	0	chr1	+	104094414-104095896;104094414-104097656	104094343-104095400;104095896-104095965;104097656-104097861	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/42_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RNPC3
ALKBH6	ENSG00000239382	ENSG00000239382:36501192-36501585:source	-5.46896718062e-05;-0.273385197725;1.95765753881e-07;0.00273606781122;0.202468148165	3.04496915667e-10;0.880200394949;2.16043112893e-13;0.000848628917806;0.666206172045	0.030;0.536;0.025;0.130;0.305	0.026;0.259;0.025;0.184;0.540	t|1e2.1o2|1e3.2o2|2e1.1o3|2e3.2o2|i	True	True	True	4	4	1	chr19	-	36501585-36502306;36501585-36501796;36501547-36503923;36501547-36501796;36501585-36501586	36501192-36501585;36501586-36501639;36501796-36501979;36501796-36501979;36502082-36502366;36503445-36504205	;;;;;	;;;;;	(36501586, 36501639)	file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/48_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ALKBH6
LY75	ENSG00000054219	ENSG00000054219:160761100-160761260:target	-0.132064847799;-0.0004431196991;0.210968280176	0.398786837406;5.07954608591e-05;0.624127025147	0.343;0.050;0.610	0.104;0.026;0.889	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	0	chr2	-	160760116-160761100;160759591-160761100;160755570-160761100	160755199-160755570;160758876-160760116;160758876-160760116;160761100-160761260	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/3_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LY75
PVT1	ENSG00000249859	ENSG00000249859:129082406-129082607:source	-0.391881120812;0.00117216103649;-1.15776519892e-05;-1.15776519892e-05;0.326602834593	0.973790023116;8.91883221013e-05;5.37839961216e-07;5.37839961216e-07;0.928011522094	0.928;0.026;0.026;0.026;0.054	0.540;0.066;0.025;0.025;0.385	s|1e0|1e3.1o3|1e3.3o3|2e1.1o1|2e2.1o1|2e3.1o3	True	True	True	5	4	1	chr8	+	129082518-129108764;129082518-129108767;129082607-129094999;129082607-129103493;129082607-129108764	129082406-129082607;129094999-129095094;129103493-129103503;129108764-129108902;129108764-129108902;129108764-129108902	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_TH17e//summaries/48_Th17_p_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PVT1
