#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_p_A E(PSI)	Th2_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
CD3E	ENSG00000198851	ENSG00000198851:118183333-118184056:target	-7.55201645098e-07;0.201184667465;-0.198208982274	7.17857623179e-12;0.616628704808;0.608066091924	0.025;0.553;0.443	0.025;0.779;0.219	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr11	+	118179156-118183333;118182885-118183333;118183332-118183333	118179016-118179156;118182859-118182885;118182886-118183332;118183333-118184056	;;;	;;;	(118182886, 118183332)	file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/31_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CD3E
DHX16	ENSG00000204560	ENSG00000204560:30630404-30630519:target	0.259429641377;-0.259429641377	0.895193729545;0.895193729545	0.033;0.967	0.287;0.713	s|1e1.1o2|1e2.3o3	False	False	True	2	3	1	chr6	-	30630208-30630404;30628019-30630404	30627809-30628394;30629155-30630208;30630404-30630519	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/32_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DHX16
STARD3NL	ENSG00000010270	ENSG00000010270:38217824-38218022:source	0.207365406898;-3.59406693177e-05;-0.000180290904464;2.60975557429e-06;-0.00722284855761;-0.0177845584288	0.678732034124;1.45316551834e-08;1.39319159045e-06;4.95099122563e-09;0.0137602190336;0.00394031384535	0.042;0.028;0.043;0.025;0.786;0.107	0.268;0.025;0.034;0.025;0.693;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	False	False	True	6	7	1	chr7	+	38218022-38218692;38218022-38237812;38218022-38241315;38218022-38241671;38218022-38247048;38218022-38253958	38217824-38218022;38218692-38218747;38237812-38237966;38241315-38241567;38241671-38241798;38247048-38247330;38253958-38254035	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/0_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#STARD3NL
R3HDM4	ENSG00000198858	ENSG00000198858:901976-902130:target	0.209402344282;-0.209402344282	0.715167012507;0.715167012507	0.768;0.232	0.973;0.027	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr19	-	901546-901976;900952-901976	900820-901236;901420-901546;901976-902130	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/32_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#R3HDM4
TRRAP	ENSG00000196367	ENSG00000196367:98580887-98581115:source	-0.337395085617;0.337395085617	0.948542230329;0.948542230329	0.749;0.251	0.414;0.586	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr7	+	98581082-98581716;98581115-98581716	98580887-98581115;98581716-98581981;98581716-98581981	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/30_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TRRAP
PTBP3	ENSG00000119314	ENSG00000119314:115060112-115060196:target	-0.047614274759;0.00126041119154;0.25450827926;-0.105922679296	0.133295318934;9.54850863583e-06;0.791365063451;0.212904114899	0.416;0.045;0.357;0.182	0.256;0.080;0.635;0.031	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	4	3	1	chr9	-	115038293-115060121;115030475-115060121;115038293-115060112;115030475-115060112	115030329-115030475;115030329-115030475;115038124-115038293;115038124-115038293;115060112-115060196	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/11_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PTBP3
PTBP3	ENSG00000119314	ENSG00000119314:115038124-115038293:source	-0.004609478851;-0.116086772703;0.258488431495	0.000692318771663;0.360090490294;0.780491001855	0.090;0.499;0.411	0.026;0.285;0.699	t|1e1.1o1|1e2.1o2|1e2.2o2	True	False	True	3	3	1	chr9	-	115038293-115095750;115038293-115060121;115038293-115060112	115038124-115038293;115060112-115060196;115060112-115060196;115095750-115095947	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/11_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PTBP3
IDS	ENSG00000010404	ENSG00000010404:148577877-148578047:target	3.61964195486e-06;-0.242290708777;0.238340128589	1.23594921217e-09;0.839744359325;0.822019426378	0.025;0.295;0.701	0.025;0.052;0.943	s|1e1.1o1|1e2.1o1|1e3.1o2	False	False	True	3	4	0	chrX	-	148577219-148577877;148573198-148577877;148571971-148577877	148571845-148571971;148573069-148573198;148577014-148577219;148577877-148578047	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/0_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#IDS
MTO1	ENSG00000135297	ENSG00000135297:74190398-74190528:target	-0.200760610234;0.200760610234	0.635582474463;0.635582474463	0.734;0.266	0.483;0.517	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr6	+	74189849-74190398;74190090-74190398	74189723-74189894;74190016-74190090;74190398-74190528	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/16_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#MTO1
SEPT7P2	ENSG00000214765	ENSG00000214765:45767426-45767912:target	-3.19558159499e-06;-0.248805509862;0.2589968042;-3.19558159499e-06	2.40526178892e-07;0.722395126745;0.755231530905;2.40526178892e-07	0.026;0.889;0.098;0.026	0.026;0.588;0.399;0.026	s|1e1.3o3|1e2.1o1|1e3.1o1|1e4.1o1|2e0	True	False	True	4	5	1	chr7	-	45767655-45767777;45766460-45767777;45765835-45767777;45764079-45767777	45763649-45764079;45765644-45765835;45766450-45766460;45767426-45767912	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/33_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SEPT7P2
FGD5-AS1	ENSG00000225733	ENSG00000225733:14988594-14989014:target	-0.0185625998918;0.243417817246;-0.0964433919294;0.00484675511268	0.0231729854925;0.826903810452;0.29668134124;0.00821153657089	0.163;0.050;0.498;0.288	0.051;0.298;0.286;0.365	s|1e1.1o1|2e1.1o1|3e1.1o1|i	True	True	False	3	2	1	chr3	-	14987661-14988621;14987661-14988617;14987661-14988594;14988593-14988594	14984291-14987661;14984291-14987661;14984291-14987661;14987662-14988593;14988594-14989014	;;;;	;;;;	(14987662, 14988593)	file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/34_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#FGD5-AS1
FGD5-AS1	ENSG00000225733	ENSG00000225733:14984291-14987661:source	-0.0169360161961;-2.2064923653e-05;-0.00801014654896;0.207539053988;-0.0347243294785;0.0750239722746	0.0375538201196;8.48903231875e-10;0.0023326250673;0.706081296489;0.090903490548;0.177213704219	0.371;0.027;0.124;0.037;0.383;0.069	0.250;0.025;0.042;0.247;0.236;0.222	t|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3|i	True	False	True	5	4	1	chr3	-	14987661-14989520;14987661-14989246;14987661-14988621;14987661-14988617;14987661-14988594;14987661-14987662	14984291-14987661;14987662-14988593;14988594-14989014;14988594-14989014;14988594-14989014;14989246-14989400;14989520-14989931	;;;;;;	;;;;;;	(14987662, 14988593)	file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/34_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#FGD5-AS1
THAP9-AS1	ENSG00000251022	ENSG00000251022:83820976-83821376:target	0.0022061008236;-0.188136583331;-0.000139817409379;-0.00332650803422;0.291470093145	0.000367998500146;0.551733548286;1.55440592012e-06;0.000781981596915;0.852095318416	0.025;0.778;0.035;0.085;0.101	0.079;0.501;0.026;0.026;0.411	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e0|i	True	False	True	4	5	1	chr4	-	83820890-83821230;83819215-83821230;83816927-83821230;83816000-83821230;83820975-83820976	83814162-83816000;83816844-83816927;83818916-83819215;83820698-83820890;83820891-83820975;83820976-83821376	;;;;;	;;;;;	(83820891, 83820975)	file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/35_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#THAP9-AS1
RP11-421L21.3	ENSG00000233184	ENSG00000233184:101542919-101543064:source	0.300566533691;-0.030939936213;-0.0156476893817	0.943673668935;0.0887949522002;0.0383720159801	0.028;0.731;0.257	0.325;0.554;0.122	s|1e1.1o1|1e2.2o2|1e3.1o1	False	False	True	3	4	1	chr1	+	101543064-101545945;101543064-101549017;101543064-101552408	101542919-101543064;101545945-101546169;101548010-101549130;101552408-101552821	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/34_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#RP11-421L21.3
TMEM39A	ENSG00000176142	ENSG00000176142:119180809-119180995:source	-0.00033784331712;-0.122100515916;0.227831135327	3.35308696423e-05;0.362713394431;0.684354645137	0.048;0.905;0.052	0.028;0.658;0.331	t|1e1.1o1|1e2.1o1|2e2.1o1|3e0	True	True	True	3	3	0	chr3	-	119180995-119187582;119180995-119182183;119180951-119182183	119180809-119180995;119182183-119182444;119182183-119182444;119187582-119187677	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/27_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TMEM39A
PTP4A3	ENSG00000184489	ENSG00000184489:142437039-142437169:source	0.260466860282;-0.260466860282	0.786624801329;0.786624801329	0.647;0.353	0.940;0.060	s|1e0|2e1.1o2|2e2.1o1	True	False	True	2	3	0	chr8	+	142437169-142437850;142437169-142441027	142437039-142437169;142437850-142437924;142441027-142441620	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/29_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PTP4A3
PTP4A3	ENSG00000184489	ENSG00000184489:142441027-142441620:target	-0.20166074273;0.20166074273	0.630489253516;0.630489253516	0.336;0.664	0.067;0.933	t|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr8	+	142437169-142441027;142437924-142441027	142437039-142437169;142437850-142437924;142441027-142441620	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/29_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PTP4A3
CTC1	ENSG00000178971	ENSG00000178971:8136030-8136350:target	-0.292836482182;0.292836482182	0.887162343083;0.887162343083	0.911;0.089	0.608;0.392	s|1e0|2e1.2o2|3e0|i	True	False	False	1	2	1	chr17	-	8135793-8136224;8136029-8136030	8135679-8135966;8135967-8136029;8136030-8136350	;;	;;	(8135967, 8136029)	file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/28_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CTC1
TMUB2	ENSG00000168591	ENSG00000168591:42265275-42265377:target	-0.259673429309;0.259673429309	0.829629498292;0.829629498292	0.300;0.700	0.031;0.969	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	1	chr17	+	42264477-42265275;42265111-42265275	42264338-42264477;42264985-42265111;42265275-42265377	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/25_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TMUB2
HECTD1	ENSG00000092148	ENSG00000092148:31592120-31592253:target	0.376975527745;-0.376975527745	0.973117917042;0.973117917042	0.048;0.952	0.420;0.580	s|1e1.2o2|2e1.2o2	True	True	False	2	2	0	chr14	-	31590711-31592126;31590711-31592120	31590589-31590849;31590589-31590849;31592120-31592253	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/4_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#HECTD1
TNPO2	ENSG00000105576	ENSG00000105576:12816306-12816413:source	-0.272571739729;0.272571739729	0.904595706273;0.904595706273	0.945;0.055	0.677;0.323	t|1e1.1o1|i	False	False	False	1	2	1	chr19	-	12816413-12816496;12816413-12816414	12816306-12816413;12816414-12816495;12816496-12816644	;;	;;	(12816414, 12816495)	file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/8_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TNPO2
TNPO2	ENSG00000105576	ENSG00000105576:12812412-12812486:source	-0.341129406172;0.000872946902837;0.282604296958	0.986732697706;1.57362393458e-05;0.934092178874	0.967;0.025;0.030	0.634;0.058;0.307	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr19	-	12812486-12812566;12812458-12812566;12812486-12812487	12812412-12812486;12812487-12812565;12812566-12812765;12812566-12812765	;;;	;;;	(12812487, 12812565)	file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/8_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TNPO2
JAK3	ENSG00000105639	ENSG00000105639:17949072-17949199:source	-0.00183857549208;-0.0981921627234;0.220352702196	5.93960629085e-05;0.299740306537;0.741428858848	0.072;0.844;0.084	0.028;0.660;0.319	t|1e1.1o1|1e2.1o2|1e3.1o1	False	False	True	3	4	1	chr19	-	17949199-17952198;17949199-17950286;17949199-17949989	17949072-17949199;17949989-17950102;17950233-17950472;17952198-17952355	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/8_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#JAK3
RPL13	ENSG00000167526	ENSG00000167526:89627065-89627247:source	0.240327282623;9.18547922797e-08;9.18547922797e-08;9.18547922797e-08;-0.243233006502	0.865675565727;1.54846153476e-14;1.54846153476e-14;1.54846153476e-14;0.877256668077	0.697;0.025;0.025;0.025;0.300	0.932;0.025;0.025;0.025;0.062	s|1e1.2o3|1e1.3o3|1e2.1o1|2e1.2o3|i	True	True	True	4	3	1	chr16	+	89627120-89627348;89627120-89627362;89627120-89627635;89627247-89627348;89627247-89627248	89627065-89627247;89627248-89627311;89627312-89627471;89627312-89627471;89627312-89627471;89627635-89627931	;;;;;	;;;;;	(89627248, 89627311)	file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/25_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#RPL13
DNAJC5	ENSG00000101152	ENSG00000101152:62562818-62567384:target	-0.212083516681;0.212083516681	0.664215489785;0.664215489785	0.766;0.234	0.506;0.494	t|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr20	+	62562375-62562818;62562535-62562818	62562204-62562375;62562462-62562535;62562818-62567384	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/7_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DNAJC5
NLRP1	ENSG00000091592	ENSG00000091592:5424844-5425106:target	-0.33020023625;0.33020023625	0.912620686318;0.912620686318	0.884;0.116	0.544;0.456	s|1e1.1o1|1e2.2o2	False	False	True	2	3	0	chr17	-	5424332-5424844;5421207-5424844	5421066-5421885;5424201-5424332;5424844-5425106	;;	;;		file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/4_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NLRP1
MEF2BNB	ENSG00000254901	ENSG00000254901:19291495-19291570:target	-0.427999844647;2.17073013157e-05;0.422873148927	0.991152627251;3.51709001856e-07;0.990299672587	0.881;0.025;0.114	0.463;0.027;0.527	s|1e1.2o3|1e1.3o3|i	False	True	False	2	2	1	chr19	-	19288269-19291495;19287945-19291495;19291494-19291495	19287712-19288324;19287712-19288324;19291411-19291494;19291495-19291570	;;;	;;;	(19291411, 19291494)	file:///data/THelper/./voila/dpsi/TH2p_TH2e//summaries/35_Th2_p_A_Th2_e_A.deltapsi_quantify_deltapsi.html#MEF2BNB
